ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,post-translational protein modification,1064,23,5.859089858803737e-5,1,"CHP1,PARK7,ZNRF2,UBR4,AUTS2,FBXW8,KANSL1,FZR1,ANAPC11,NDFIP2,PRKCB,SH3RF1,EP400,SMURF2,SMYD3,UBE2G1,TRIM26,RNF103,AXIN1,ZNRF1,BTRC,RPS6KA4,BABAM2,RNF144A"
BP,regulation of dopamine biosynthetic process,3,2,1.801226964430137e-4,1,"PARK7,ALDH2"
BP,proteasome-mediated ubiquitin-dependent protein catabolic process,456,13,1.9752040798254534e-4,1,"PARK7,ZNRF2,RYBP,FBXW8,FZR1,ANAPC11,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,proteasomal protein catabolic process,529,14,2.0957228518362565e-4,1,"PARK7,ZNRF2,RYBP,FBXW8,UBAC2,FZR1,ANAPC11,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,regulation of proteasomal protein catabolic process,196,8,2.9663707733662716e-4,1,"PARK7,RYBP,FBXW8,FZR1,SH3RF1,AXIN1,BTRC,RNF144A"
BP,regulation of proteasomal ubiquitin-dependent protein catabolic process,143,7,3.349624926499107e-4,1,"PARK7,RYBP,FBXW8,FZR1,SH3RF1,AXIN1,RNF144A"
BP,protein succinylation,4,2,3.832794227951855e-4,1,"DLST,OGDH"
BP,histone succinylation,4,2,3.832794227951855e-4,1,"DLST,OGDH"
BP,ubiquitin-dependent protein catabolic process,635,15,4.7788937883173416e-4,1,"PARK7,ZNRF2,UBR4,RYBP,FBXW8,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,modification-dependent protein catabolic process,645,15,5.344554591660352e-4,1,"PARK7,ZNRF2,UBR4,RYBP,FBXW8,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,modification-dependent macromolecule catabolic process,656,15,6.494935302139734e-4,1,"PARK7,ZNRF2,UBR4,RYBP,FBXW8,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,proteolysis involved in protein catabolic process,745,16,6.980532310612248e-4,1,"PARK7,ZNRF2,UBR4,RYBP,FBXW8,UBAC2,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,protein ubiquitination,737,16,7.520192239891379e-4,1,"CHP1,PARK7,ZNRF2,UBR4,FBXW8,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,TRIM26,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
CC,oxoglutarate dehydrogenase complex,5,2,8.516081808581325e-4,1,"DLST,OGDH"
MF,acyltransferase activity,710,15,0.001053625627264794,1,"LPCAT3,ACSM6,DLST,ZNRF2,UBR4,FBXW8,LCAT,ANAPC11,SH3RF1,SMURF2,UBE2G1,TRIM26,RNF103,ZNRF1,BTRC,RNF144A"
MF,sterol esterase activity,7,2,0.0012001304897716423,1,"CEL,LCAT"
BP,regulation of proteolysis involved in protein catabolic process,235,8,0.0012165231088797847,1,"PARK7,RYBP,FBXW8,FZR1,SH3RF1,AXIN1,BTRC,RNF144A"
BP,G protein-coupled purinergic nucleotide receptor signaling pathway,12,2,0.0012811952678025303,1,"P2RY2,PTAFR"
MF,G protein-coupled purinergic nucleotide receptor activity,12,2,0.0012811952678025303,1,"P2RY2,PTAFR"
BP,ammonium import across plasma membrane,4,2,0.0014388001335101993,1,"SLC12A4,SLC12A6"
BP,peptidyl-serine phosphorylation,294,10,0.001517257699422371,1,"PARK7,PDE4D,CAB39,PRKCB,PRKCH,RPS6KA2,SMYD3,AXIN1,RPS6KA4,MAPKAPK2"
BP,positive regulation of protein import,1,1,0.0015325409433395362,1,ARHGEF5
BP,regulation of ubiquitin-dependent protein catabolic process,178,7,0.001539998017999926,1,"PARK7,RYBP,FBXW8,FZR1,SH3RF1,AXIN1,RNF144A"
MF,ubiquitin ligase activator activity,7,2,0.0015914664558555707,1,"FZR1,BTRC"
BP,succinyl-CoA metabolic process,10,2,0.0018697656383898347,1,"DLST,OGDH"
BP,peptidyl-serine modification,307,10,0.00198912789654266,1,"PARK7,PDE4D,CAB39,PRKCB,PRKCH,RPS6KA2,SMYD3,AXIN1,RPS6KA4,MAPKAPK2"
MF,ubiquitin-protein transferase activity,440,11,0.0019906781857852896,1,"ZNRF2,UBR4,FBXW8,ANAPC11,SH3RF1,SMURF2,UBE2G1,TRIM26,RNF103,ZNRF1,BTRC,RNF144A"
BP,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,93,5,0.002042632705826787,1,"FBXW8,FZR1,SH3RF1,AXIN1,RNF144A"
MF,ribosomal protein S6 kinase activity,7,2,0.0021025026125320147,1,"RPS6KA2,RPS6KA4"
CC,desmosome,27,3,0.002226527907868151,1,"DSC1,B4GALT1,PNN"
BP,protein modification by small protein conjugation,821,16,0.0022493537183003575,1,"CHP1,PARK7,ZNRF2,UBR4,FBXW8,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,TRIM26,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
MF,interleukin-20 receptor binding,1,1,0.0023374248469550728,1,IL20
CC,dihydrolipoyl dehydrogenase complex,9,2,0.002357545414177054,1,"DLST,OGDH"
BP,protein modification by small protein conjugation or removal,914,17,0.0023830516460197244,1,"CHP1,PARK7,ZNRF2,UBR4,FBXW8,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,TRIM26,RNF103,AXIN1,ZNRF1,BTRC,BABAM2,RNF144A"
MF,thiamine pyrophosphate binding,8,2,0.002510974927140897,1,"OGDH,TKT"
MF,protein-macromolecule adaptor activity,417,11,0.003009061850612625,1,"AKAP13,ZZEF1,BICD2,FZR1,BIN3,SH3RF1,CSTPP1,AXIN1,BTRC,DLG5,GAB2"
BP,positive regulation of post-translational protein modification,156,6,0.003077587824869245,1,"AUTS2,KANSL1,FZR1,NDFIP2,AXIN1,BTRC"
BP,regulation of ubiquitin-protein transferase activity,38,3,0.0031508835580228932,1,"PARK7,FZR1,BTRC"
MF,phosphatidylcholine-sterol O-acyltransferase activity,1,1,0.003230008693761023,1,LCAT
MF,ubiquitin-like protein transferase activity,468,11,0.0034823551945419584,1,"ZNRF2,UBR4,FBXW8,ANAPC11,SH3RF1,SMURF2,UBE2G1,TRIM26,RNF103,ZNRF1,BTRC,RNF144A"
CC,SMN-Gemin2 complex,1,1,0.003493593235164386,1,GEMIN5
BP,positive regulation of ubiquitin protein ligase activity,9,2,0.0035462808303135633,1,"FZR1,BTRC"
MF,ubiquitin protein ligase activity,342,9,0.0038416402135834677,1,"ZNRF2,UBR4,ANAPC11,SH3RF1,SMURF2,TRIM26,RNF103,ZNRF1,BTRC,RNF144A"
BP,adiponectin-activated signaling pathway,7,2,0.00388196110343835,1,"ACSL1,ADIPOR1"
MF,calcium-dependent protein serine/threonine kinase activity,22,3,0.0038953514064128955,1,"PRKCB,PRKCH,MAPKAPK2"
BP,aldehyde catabolic process,14,2,0.003963155781185986,1,"PARK7,ALDH2,PNKD"
MF,calcium-dependent protein kinase activity,23,3,0.004150902048143846,1,"PRKCB,PRKCH,MAPKAPK2"
MF,aminoacyltransferase activity,485,11,0.004354810809110138,1,"ZNRF2,UBR4,FBXW8,ANAPC11,SH3RF1,SMURF2,UBE2G1,TRIM26,RNF103,ZNRF1,BTRC,RNF144A"
MF,purinergic nucleotide receptor activity,19,2,0.004360994516587254,1,"P2RY2,PTAFR"
MF,nucleotide receptor activity,19,2,0.004360994516587254,1,"P2RY2,PTAFR"
BP,regulation of post-translational protein modification,280,8,0.004378699744052459,1,"CHP1,PARK7,AUTS2,KANSL1,FZR1,NDFIP2,AXIN1,BTRC"
BP,organonitrogen compound catabolic process,1320,21,0.004562239783780485,1,"CEL,PARK7,DLST,ETFB,ZNRF2,UBR4,RYBP,FBXW8,UBAC2,FZR1,PDE4D,ANAPC11,NDFIP2,ENTPD7,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,positive regulation of proteasomal protein catabolic process,117,5,0.004589651881093093,1,"FBXW8,FZR1,SH3RF1,AXIN1,RNF144A"
BP,protein polyubiquitination,225,7,0.004754613703041766,1,"ZNRF2,FZR1,ANAPC11,UBE2G1,ZNRF1,BTRC,RNF144A"
MF,interleukin-22 receptor binding,2,1,0.005014939095275889,1,IL20
CC,mitochondrial matrix,484,9,0.005218437526602902,1,"PARK7,ACSM6,DLST,ETFB,ALDH2,BOLA3,OGDH,PAM16,PDPR,MRPL45"
MF,ubiquitin-like protein ligase activity,359,9,0.005473576361972718,1,"ZNRF2,UBR4,ANAPC11,SH3RF1,SMURF2,TRIM26,RNF103,ZNRF1,BTRC,RNF144A"
BP,adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,9,2,0.005604004332298514,1,"AKAP13,PDE4D"
BP,regulation of systemic arterial blood pressure mediated by a chemical signal,47,3,0.0056887835418181695,1,"PDE4D,RPS6KA2,NDST2"
BP,positive regulation of ubiquitin-dependent protein catabolic process,113,5,0.005711404082606237,1,"FBXW8,FZR1,SH3RF1,AXIN1,RNF144A"
BP,post-fertilization epigenetic regulation of gene expression,14,2,0.005809743359593135,1,"DNMT3A,DPPA3"
MF,signaling adaptor activity,98,5,0.00610204357411508,1,"AKAP13,SH3RF1,AXIN1,DLG5,GAB2"
MF,dihydrolipoyllysine-residue succinyltransferase activity,1,1,0.0061663228187814655,1,DLST
MF,S-succinyltransferase activity,1,1,0.0061663228187814655,1,DLST
BP,regulation of reproductive process,206,6,0.006221486104445566,1,"B4GALT1,FZR1,ANAPC11,PTAFR,RPS6KA2,SMURF2"
CC,nuclear ubiquitin ligase complex,44,3,0.006289762052197438,1,"FZR1,ANAPC11,BABAM2"
CC,tricarboxylic acid cycle enzyme complex,16,2,0.006410586044053038,1,"DLST,OGDH"
BP,intestinal cholesterol absorption,18,2,0.006441391915484297,1,"LPCAT3,CEL"
BP,positive regulation of B cell receptor signaling pathway,10,2,0.006463398629148723,1,"PRKCB,PRKCH"
BP,CTP catabolic process,1,1,0.0066522290338478125,1,ENTPD7
BP,pyrimidine ribonucleoside triphosphate catabolic process,1,1,0.0066522290338478125,1,ENTPD7
BP,UTP catabolic process,1,1,0.0066522290338478125,1,ENTPD7
MF,ammonium transmembrane transporter activity,12,2,0.006762679454846921,1,"SLC12A4,SLC12A6"
BP,ammonium transmembrane transport,12,2,0.006762679454846921,1,"SLC12A4,SLC12A6"
MF,potassium:chloride symporter activity,9,2,0.006775080028112606,1,"SLC12A4,SLC12A6"
BP,macromolecule modification,3206,42,0.006775750901055786,1,"CHP1,PARK7,DLST,DNMT3A,ZNRF2,FKBP1A,AAK1,UBR4,AUTS2,FBXW8,B4GALT1,KANSL1,GRK5,DPPA3,OGDH,IL20,FZR1,PDE4D,ANAPC11,CAB39,NDFIP2,PRKCB,PRKCH,HEG1,SH3RF1,EP400,PTPRE,RPS6KA2,SMURF2,SMYD3,UBE2G1,TRIM26,RNF103,ARHGEF5,AXIN1,MAP4K3,ZNRF1,MTMR3,BTRC,RPS6KA4,MAPKAPK2,BABAM2,RNF144A,MAML1"
MF,ubiquitin-protein transferase activator activity,13,2,0.006893890463736569,1,"FZR1,BTRC"
BP,dopamine biosynthetic process,12,2,0.007502454153415865,1,"PARK7,ALDH2"
BP,protein modification process,2978,40,0.007512871682516283,1,"CHP1,PARK7,DLST,ZNRF2,FKBP1A,AAK1,UBR4,AUTS2,FBXW8,B4GALT1,KANSL1,GRK5,OGDH,IL20,FZR1,PDE4D,ANAPC11,CAB39,NDFIP2,PRKCB,PRKCH,HEG1,SH3RF1,EP400,PTPRE,RPS6KA2,SMURF2,SMYD3,UBE2G1,TRIM26,RNF103,ARHGEF5,AXIN1,MAP4K3,ZNRF1,MTMR3,BTRC,RPS6KA4,MAPKAPK2,BABAM2,RNF144A,MAML1"
BP,acyl-CoA metabolic process,95,4,0.007813541166190591,1,"ACSM6,DLST,ACSL1,OGDH"
BP,thioester metabolic process,95,4,0.007813541166190591,1,"ACSM6,DLST,ACSL1,OGDH"
BP,regulation of protein ubiquitination,196,6,0.007874557857320054,1,"CHP1,PARK7,FZR1,NDFIP2,AXIN1,BTRC"
BP,2-oxoglutarate metabolic process,16,2,0.007877896114667975,1,"DLST,OGDH"
BP,histone lysine methylation,33,3,0.007985869981125007,1,"AUTS2,KANSL1,SMYD3"
BP,cellular hypotonic response,11,2,0.008053384893445509,1,"CAB39,SLC12A6"
MF,histone H3 kinase activity,11,2,0.00808316315418938,1,"PRKCB,RPS6KA4"
BP,histone H4 acetylation,14,2,0.008360151288939624,1,"AUTS2,EP400"
BP,protein acylation,144,5,0.008402876241213322,1,"PARK7,DLST,AUTS2,OGDH,EP400"
BP,organophosphate metabolic process,952,16,0.008454010159744606,1,"LPCAT3,CHP1,PARK7,ACSM6,TTC7B,DLST,ACSL1,SERINC5,INPP5D,LCAT,OGDH,PDE4D,ENTPD7,PTAFR,TKT,MTMR3"
BP,cellular response to gravity,1,1,0.008533146749646907,1,PTAFR
BP,regulation of maternal process involved in parturition,1,1,0.008533146749646907,1,PTAFR
BP,positive regulation of maternal process involved in parturition,1,1,0.008533146749646907,1,PTAFR
BP,response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine,1,1,0.008533146749646907,1,PTAFR
BP,cellular response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine,1,1,0.008533146749646907,1,PTAFR
MF,tyrosine 3-monooxygenase activator activity,1,1,0.00884550069678051,1,PARK7
BP,cellular response to glyoxal,1,1,0.00884550069678051,1,PARK7
MF,L-dopa decarboxylase activator activity,1,1,0.00884550069678051,1,PARK7
MF,protein deglycase activity,1,1,0.00884550069678051,1,PARK7
BP,peptidyl-cysteine deglycation,1,1,0.00884550069678051,1,PARK7
BP,peptidyl-arginine deglycation,1,1,0.00884550069678051,1,PARK7
BP,peptidyl-lysine deglycation,1,1,0.00884550069678051,1,PARK7
BP,"protein deglycation, glyoxal removal",1,1,0.00884550069678051,1,PARK7
BP,"protein deglycation, methylglyoxal removal",1,1,0.00884550069678051,1,PARK7
BP,glutathione deglycation,1,1,0.00884550069678051,1,PARK7
BP,glycolate biosynthetic process,1,1,0.00884550069678051,1,PARK7
BP,cellular response to methylglyoxal,1,1,0.00884550069678051,1,PARK7
BP,guanine deglycation,1,1,0.00884550069678051,1,PARK7
BP,"guanine deglycation, methylglyoxal removal",1,1,0.00884550069678051,1,PARK7
BP,"guanine deglycation, glyoxal removal",1,1,0.00884550069678051,1,PARK7
BP,cellular detoxification of methylglyoxal,1,1,0.00884550069678051,1,PARK7
BP,regulation of death-inducing signaling complex assembly,1,1,0.00884550069678051,1,PARK7
BP,negative regulation of death-inducing signaling complex assembly,1,1,0.00884550069678051,1,PARK7
BP,regulation of pyrroline-5-carboxylate reductase activity,1,1,0.00884550069678051,1,PARK7
BP,positive regulation of pyrroline-5-carboxylate reductase activity,1,1,0.00884550069678051,1,PARK7
BP,regulation of tyrosine 3-monooxygenase activity,1,1,0.00884550069678051,1,PARK7
BP,positive regulation of tyrosine 3-monooxygenase activity,1,1,0.00884550069678051,1,PARK7
BP,L-dopa metabolic process,1,1,0.00884550069678051,1,PARK7
BP,L-dopa biosynthetic process,1,1,0.00884550069678051,1,PARK7
BP,glyoxal metabolic process,1,1,0.00884550069678051,1,PARK7
BP,glyoxal catabolic process,1,1,0.00884550069678051,1,PARK7
BP,regulation of L-dopa biosynthetic process,1,1,0.00884550069678051,1,PARK7
BP,positive regulation of L-dopa biosynthetic process,1,1,0.00884550069678051,1,PARK7
BP,regulation of L-dopa decarboxylase activity,1,1,0.00884550069678051,1,PARK7
BP,positive regulation of L-dopa decarboxylase activity,1,1,0.00884550069678051,1,PARK7
MF,glyoxalase (glycolic acid-forming) activity,1,1,0.00884550069678051,1,PARK7
BP,positive regulation of amino acid biosynthetic process,1,1,0.00884550069678051,1,PARK7
MF,phenylacetaldehyde dehydrogenase activity,1,1,0.008911545964215119,1,ALDH2
MF,"oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor",1,1,0.008911545964215119,1,ALDH2
MF,nitroglycerin reductase activity,1,1,0.008911545964215119,1,ALDH2
BP,regulation of serotonin biosynthetic process,1,1,0.008911545964215119,1,ALDH2
BP,epigenetic programing of female pronucleus,2,1,0.009187533117254261,1,DPPA3
CC,anaphase-promoting complex,21,2,0.009308081573645743,1,"FZR1,ANAPC11"
BP,regulation of ubiquitin protein ligase activity,18,2,0.00936937294030769,1,"FZR1,BTRC"
BP,regulation of protein import,2,1,0.009440473872901275,1,ARHGEF5
BP,lactose biosynthetic process,2,1,0.009585195709137627,1,B4GALT1
BP,positive regulation of brown fat cell differentiation,16,2,0.01014520251023664,1,"METRNL,RREB1"
BP,lipid digestion,22,2,0.010186793108457463,1,"LPCAT3,CEL"
BP,intestinal lipid absorption,22,2,0.010262535359911628,1,"LPCAT3,CEL"
BP,regulation of histone H3-K4 methylation,13,2,0.01029904899998387,1,"AUTS2,KANSL1"
BP,positive regulation of histone H3-K4 methylation,13,2,0.01029904899998387,1,"AUTS2,KANSL1"
BP,positive regulation of proteolysis involved in protein catabolic process,139,5,0.010467803015860429,1,"FBXW8,FZR1,SH3RF1,AXIN1,RNF144A"
BP,phospholipid biosynthetic process,252,7,0.010613280436008392,1,"LPCAT3,CHP1,TTC7B,SERINC5,INPP5D,LCAT,MTMR3"
BP,histone methylation,38,3,0.01078783980093284,1,"AUTS2,KANSL1,SMYD3"
BP,phosphate-containing compound metabolic process,2520,35,0.010981951163900043,1,"LPCAT3,CHP1,PARK7,ACSM6,TTC7B,DLST,ACSL1,FKBP1A,AAK1,SERINC5,GRK5,INPP5D,LCAT,OGDH,IL20,PDE4D,CAB39,PRKCB,PRKCH,ENTPD7,PTAFR,HEG1,PTPRE,RPS6KA2,SMYD3,TKT,TRIO,ARHGEF5,AXIN1,MAP4K3,URI1,MTMR3,BTRC,RPS6KA4,MAPKAPK2,MAML1"
BP,negative regulation of TRAIL-activated apoptotic signaling pathway,3,1,0.01110965192954237,1,PARK7
BP,detection of oxidative stress,2,1,0.01125625348671473,1,PARK7
BP,defense response to nematode,3,1,0.011288934209534,1,PRG2
BP,positive regulation of ubiquitin-protein transferase activity,21,2,0.011414161137971638,1,"FZR1,BTRC"
BP,ribonucleoside triphosphate catabolic process,2,1,0.011831931389406192,1,ENTPD7
CC,phenylalanine-tRNA ligase complex,2,1,0.01194045250083931,1,FARSA
CC,pyruvate dehydrogenase (lipoamide) phosphatase complex,2,1,0.012007876588743565,1,PDPR
BP,hypotonic response,13,2,0.012181770557865488,1,"CAB39,SLC12A6"
BP,regulation of systemic arterial blood pressure by renin-angiotensin,24,2,0.012240192791504149,1,"RPS6KA2,NDST2"
MF,MAP-kinase scaffold activity,11,2,0.01230539028682721,1,"AKAP13,SH3RF1"
MF,ubiquitin ligase-substrate adaptor activity,53,3,0.012315767939345024,1,"FZR1,AXIN1,BTRC"
BP,protein catabolic process,977,16,0.012498352845220101,1,"PARK7,ZNRF2,UBR4,RYBP,FBXW8,UBAC2,FZR1,ANAPC11,NDFIP2,SH3RF1,SMURF2,UBE2G1,RNF103,AXIN1,ZNRF1,BTRC,RNF144A"
BP,positive regulation of keratinocyte differentiation,19,2,0.012552323644095547,1,"IL20,PRKCH"
BP,regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway,2,1,0.01271760743787459,1,PARK7
BP,negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway,2,1,0.01271760743787459,1,PARK7
BP,phosphorus metabolic process,2546,35,0.012748825034874806,1,"LPCAT3,CHP1,PARK7,ACSM6,TTC7B,DLST,ACSL1,FKBP1A,AAK1,SERINC5,GRK5,INPP5D,LCAT,OGDH,IL20,PDE4D,CAB39,PRKCB,PRKCH,ENTPD7,PTAFR,HEG1,PTPRE,RPS6KA2,SMYD3,TKT,TRIO,ARHGEF5,AXIN1,MAP4K3,URI1,MTMR3,BTRC,RPS6KA4,MAPKAPK2,MAML1"
MF,succinyltransferase activity,3,1,0.012793515499591103,1,DLST
MF,A1 adenosine receptor binding,2,1,0.012942729943154584,1,P2RY2
BP,genomic imprinting,18,2,0.01349066989429908,1,"DNMT3A,AXIN1"
BP,plasma lipoprotein particle assembly,27,2,0.013548058480975633,1,"LPCAT3,LCAT"
BP,myeloid dendritic cell chemotaxis,5,1,0.013909260456079195,1,ARHGEF5
MF,kinase binding,772,15,0.01407280503755631,1,"CHP1,PARK7,RHOBTB2,GRK5,PPP1R12B,ADIPOR1,CAB39,PRKCB,PTAFR,SLC12A4,AXIN1,MAPKAPK2,MAML1,GAB2,SLC12A6"
BP,positive regulation of histone methylation,16,2,0.014203119589981434,1,"AUTS2,KANSL1"
BP,negative regulation of protein K48-linked deubiquitination,2,1,0.01439137569755992,1,PARK7
BP,negative regulation of ubiquitin-specific protease activity,2,1,0.01439137569755992,1,PARK7
BP,positive regulation of dopamine biosynthetic process,2,1,0.014414175098726128,1,PARK7
BP,positive regulation of leukocyte adhesion to vascular endothelial cell,26,2,0.01446418047345488,1,"ETS1,PTAFR"
BP,positive regulation of amino acid metabolic process,2,1,0.014521021386091725,1,PARK7
BP,anaphase-promoting complex-dependent catabolic process,24,2,0.014604000148398775,1,"FZR1,ANAPC11"
MF,fatty acid ligase activity,22,2,0.014737480515311735,1,"ACSM6,ACSL1"
BP,positive regulation of protein ubiquitination,107,4,0.014774518882336211,1,"FZR1,NDFIP2,AXIN1,BTRC"
BP,G protein-coupled receptor signaling pathway involved in heart process,18,2,0.014796164783578963,1,"AKAP13,PDE4D"
CC,electron transfer flavoprotein complex,2,1,0.015000407929804985,1,ETFB
BP,regulation of meiotic cell cycle,66,3,0.015258052746908822,1,"FZR1,ANAPC11,RPS6KA2"
BP,protein deglycation,2,1,0.015455108598962021,1,PARK7
BP,neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide,2,1,0.015594791437227029,1,PARK7
BP,regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway,2,1,0.015594791437227029,1,PARK7
BP,negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway,2,1,0.015594791437227029,1,PARK7
BP,intrinsic apoptotic signaling pathway in response to nitrosative stress,3,1,0.0157720861726898,1,PARK7
CC,microtubule organizing center,845,15,0.01582935081479402,1,"PATJ,BICD2,UBR4,SERINC5,FBXW8,CCDC57,PDE4D,TRAPPC14,PRKCB,SLMAP,CSTPP1,MCPH1,CAPG,DLG5,MAPKAPK2"
BP,regulation of dopamine metabolic process,19,2,0.015970413404628674,1,"PARK7,ALDH2,PNKD"
BP,peptidyl-lysine methylation,53,3,0.016209893390431628,1,"AUTS2,KANSL1,SMYD3"
MF,ligase activity,162,5,0.01622255089124966,1,"ACSM6,ACSL1,FARSA,GATB,BTRC"
BP,negative regulation of protein deubiquitination,3,1,0.01655308411786656,1,PARK7
MF,histone kinase activity,20,2,0.016562553099102255,1,"PRKCB,RPS6KA4"
BP,division septum assembly,1,1,0.01658483092297932,1,BIN3
BP,actin cortical patch localization,1,1,0.01658483092297932,1,BIN3
BP,cell septum assembly,1,1,0.01658483092297932,1,BIN3
BP,catechol-containing compound biosynthetic process,22,2,0.016826413824832763,1,"PARK7,ALDH2"
BP,catecholamine biosynthetic process,22,2,0.016826413824832763,1,"PARK7,ALDH2"
BP,regulation of B cell receptor signaling pathway,23,2,0.01696282810919617,1,"PRKCB,PRKCH"
MF,oxoglutarate dehydrogenase [NAD(P)+] activity,1,1,0.017157068164672388,1,OGDH
MF,oxoglutarate dehydrogenase (NAD+) activity,1,1,0.017157068164672388,1,OGDH
BP,regulation of catecholamine metabolic process,20,2,0.017357928857467703,1,"PARK7,ALDH2,PNKD"
BP,positive regulation of androgen receptor activity,3,1,0.017464049944054708,1,PARK7
MF,lactose synthase activity,3,1,0.017636225989736878,1,B4GALT1
BP,nucleoside bisphosphate metabolic process,124,4,0.017892274076574347,1,"ACSM6,DLST,ACSL1,OGDH"
BP,ribonucleoside bisphosphate metabolic process,124,4,0.017892274076574347,1,"ACSM6,DLST,ACSL1,OGDH"
BP,purine nucleoside bisphosphate metabolic process,124,4,0.017892274076574347,1,"ACSM6,DLST,ACSL1,OGDH"
MF,platelet-activating factor acetyltransferase activity,4,1,0.018238606169217804,1,LCAT
MF,superoxide dismutase copper chaperone activity,3,1,0.018265396622842024,1,PARK7
MF,transcription corepressor activity,189,6,0.01837211977964711,1,"CDYL2,DNMT3A,RYBP,TRERF1,URI1,CREG1"
BP,disaccharide biosynthetic process,4,1,0.018504421545785424,1,B4GALT1
CC,ubiquitin ligase complex,312,7,0.018555663855089402,1,"FBXW8,FZR1,ANAPC11,SMURF2,BTRC,BABAM2,RNF144A"
MF,ubiquitin-protein transferase regulator activity,27,2,0.01869601509752029,1,"FZR1,BTRC"
MF,fatty-acyl-CoA synthase activity,7,1,0.0187683730053672,1,ACSM6
BP,maintenance of cell polarity,18,2,0.018881013000034464,1,"DST,DLG5"
BP,"positive regulation of mitochondrial electron transport, NADH to ubiquinone",3,1,0.01902643566359066,1,PARK7
BP,negative regulation of phosphatase activity,24,2,0.0191143864981496,1,"CHP1,FKBP1A,URI1"
BP,detoxification of mercury ion,2,1,0.01915603830901599,1,PARK7
BP,glycolate metabolic process,3,1,0.019341240966750255,1,PARK7
BP,cellular aldehyde metabolic process,70,3,0.019588369886293696,1,"PARK7,ALDH2,PNKD,TKT"
MF,nuclear receptor coactivator activity,55,3,0.019763573337424022,1,"ETS1,PRKCB,TRERF1"
CC,vesicle tethering complex,57,3,0.019904127762918913,1,"EXOC6B,VPS39,TRAPPC14"
BP,glyceraldehyde-3-phosphate biosynthetic process,2,1,0.020011560921796196,1,TKT
BP,negative regulation of nucleocytoplasmic transport,23,2,0.020069117240750972,1,"CHP1,PARK7"
BP,regulation of protein modification by small protein conjugation or removal,239,6,0.020091803142026823,1,"CHP1,PARK7,FZR1,NDFIP2,AXIN1,BTRC"
BP,regulation of protein catabolic process,364,8,0.020168635712678205,1,"PARK7,RYBP,FBXW8,FZR1,SH3RF1,AXIN1,BTRC,RNF144A"
BP,pyrimidine nucleoside triphosphate catabolic process,3,1,0.0203044455156303,1,ENTPD7
MF,mercury ion binding,3,1,0.020364490513048505,1,PARK7
BP,zonula adherens assembly,1,1,0.020660271566137426,1,DLG5
BP,positive regulation of cold-induced thermogenesis,101,4,0.02067120468395667,1,"ACSL1,ADIPOR1,PTH2R,THRA"
MF,transferase activity,2225,30,0.020725763273159586,1,"LPCAT3,ACSM6,DLST,DNMT3A,ZNRF2,AAK1,UBR4,FBXW8,B4GALT1,GRK5,LCAT,ANAPC11,PRKCB,PRKCH,GLT8D1,SH3RF1,RPS6KA2,SMURF2,SMYD3,TKT,TRIO,UBE2G1,TRIM26,RNF103,MAP4K3,ZNRF1,NDST2,BTRC,RPS6KA4,MAPKAPK2,RNF144A"
BP,lactose metabolic process,3,1,0.02096716165301679,1,B4GALT1
BP,histone H3-K4 methylation,20,2,0.020998241922569917,1,"AUTS2,KANSL1"
BP,regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity,2,1,0.0210797145526765,1,SERINC5
BP,positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity,2,1,0.0210797145526765,1,SERINC5
BP,positive regulation of serine C-palmitoyltransferase activity,2,1,0.0210797145526765,1,SERINC5
