probeID,gene,chromosome,position,beta,p,fdr
cg26983017,HCK,20,30680224,0.132251354328403,0.00935514166898292,0.610796058185171
cg02355809,GIMAP1,7,150412715,-0.128072393268754,0.000567092072081137,0.610796058185171
cg24859648,BANF2,20,17680544,-0.125712400617585,0.00787164761081917,0.610796058185171
cg22251955,SCN4B,11,118022607,-0.124403538010074,0.00166895274882837,0.610796058185171
cg08996597,,6,130747460,0.122673922851511,0.00517418582631821,0.610796058185171
cg11884832,,6,167631788,-0.122228322814475,0.00200245993418743,0.610796058185171
cg25116412,TTC25,17,40094835,0.119826780489363,0.000129223318791674,0.610796058185171
cg11796481,NUP93,16,56864618,-0.118891493909523,0.0145158720797277,0.610796058185171
cg11318983,,1,208425671,0.118363433470677,0.0015571883522144,0.610796058185171
cg21964148,,12,92341588,0.115318117808985,0.000804870446596936,0.610796058185171
cg05712748,,1,43472312,0.11313129341511,0.0074288624387587,0.610796058185171
cg11420142,,8,92570895,-0.110239081734616,0.0122135481551544,0.610796058185171
cg23803868,SPPL2B,19,2340235,-0.108990294225533,0.016512197924843,0.610796058185171
cg10637509,FNDC1,6,159670977,-0.107338510842671,0.0166067291047081,0.610796058185171
cg24439623,ABR,17,925669,0.106604083962881,0.000729726189026175,0.610796058185171
cg20622565,,13,112906400,0.105781672772301,0.00693295156050548,0.610796058185171
cg27639199,TMC3,15,81666528,-0.105506297433973,0.0145504448036127,0.610796058185171
cg03075631,,2,74697095,0.105248672672872,0.00358211659425031,0.610796058185171
cg13461510,,3,133786839,0.105120041972664,0.000130871475614876,0.610796058185171
cg12960352,CLVS1,8,61287778,0.103136142375394,0.0011255390675917,0.610796058185171
