probeID,best_comparison,min_fdr,min_p,n_comparisons_pass,beta_best,gene,chromosome,position
cg06894541,severity_ATOPIC_C1_vs_C3,0.03781552744426783,9.809056698123549e-8,1,-0.14242206648142977,NA,2,102182371
cg03181212,severity_ATOPIC_C1_vs_C3,0.03781552744426783,1.176185278687333e-7,1,-0.11905044815225012,AKAP13,15,85477232
cg14513031,severity_ATOPIC_C1_vs_C3,0.03781552744426783,1.6383110157456156e-7,1,-0.12517318589284004,DAB2IP,9,124521844
cg22864884,severity_ATOPIC_C1_vs_C3,0.03781552744426783,1.750410920498608e-7,1,-0.0701748092611909,NA,3,194575080
cg05180182,severity_ATOPIC_C1_vs_C3,0.04105652880839164,3.566385138396395e-7,1,-0.08950186834486624,NA,10,3624563
cg02597924,severity_ATOPIC_C1_vs_C3,0.04105652880839164,4.043230915635439e-7,1,0.09146047443068918,PTPRK,6,128456021
cg18367488,severity_ATOPIC_C1_vs_C3,0.04105652880839164,4.048808078916386e-7,1,-0.09620517177394988,NA,11,47916382
cg23339014,severity_ATOPIC_C1_vs_C3,0.04105652880839164,4.5562546604838234e-7,1,-0.13286365462747907,PRKCH,14,61533773
cg13698578,severity_ATOPIC_C1_vs_C3,0.04105652880839164,5.66635525333997e-7,1,-0.06445449351041739,PRKCH,14,61516085
cg18943946,severity_ATOPIC_C1_vs_C3,0.04105652880839164,5.847878855490868e-7,1,-0.06660645526801623,ZZEF1,17,4008771
cg10393540,severity_ATOPIC_C1_vs_C3,0.04105652880839164,6.276100897886511e-7,1,-0.0157060022023097,MRC2,17,62657233
cg17030628,severity_ATOPIC_C1_vs_C3,0.04105652880839164,7.156574634102385e-7,1,-0.04034098847632546,IL20,1,206865663
cg25981106,severity_ATOPIC_C1_vs_C3,0.04105652880839164,7.304813892515532e-7,1,0.06264686571897876,LAMB3,1,209651452
cg24112090,severity_ATOPIC_C1_vs_C3,0.04105652880839164,7.476009737903231e-7,1,-0.02269337824314496,RIN3,14,92519603
cg21611669,severity_ATOPIC_C1_vs_C3,0.04105652880839164,8.907865740877972e-7,1,-0.03263772169378364,NA,10,5305436
cg13878620,severity_ATOPIC_C1_vs_C3,0.04105652880839164,9.825008727873613e-7,1,-0.03447218303366332,NA,11,2224491
cg00133803,severity_ATOPIC_C1_vs_C3,0.04105652880839164,9.897369813508675e-7,1,-0.01636593691377519,NA,1,232982505
cg05749408,severity_ATOPIC_C1_vs_C3,0.04105652880839164,1.0059391398974526e-6,1,0.10558173219288952,ARHGAP31,3,119311604
cg02741985,severity_ATOPIC_C1_vs_C3,0.04105652880839164,1.0084532964716986e-6,1,-0.09398457431162044,CCDC57,17,82101532
cg09227119,severity_ATOPIC_C1_vs_C3,0.04105652880839164,1.015367683583349e-6,1,-0.10667670158987494,C20orf118,20,36876000
cg19471343,severity_ATOPIC_C1_vs_C3,0.04105652880839164,1.064780771710562e-6,1,-0.07976562553734176,NA,3,183913383
cg24060744,severity_ATOPIC_C1_vs_C3,0.04105652880839164,1.078159964792341e-6,1,0.11101286779132012,NA,7,41005931
cg01627992,severity_ATOPIC_C1_vs_C3,0.04105652880839164,1.0927477603396252e-6,1,-0.08047542720776164,URI1,19,29941253
cg19448292,severity_ATOPIC_C1_vs_C3,0.04187114542433348,1.1628827916662849e-6,1,-0.1065455616915558,C20orf118,20,36875661
cg00728848,severity_ATOPIC_C1_vs_C3,0.04299494284394581,1.2438478081386668e-6,1,-0.04528780331914436,C6orf114,6,13483600
cg04968217,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.476907754439685e-6,1,-0.07252442732088764,NA,15,58307339
cg15756055,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.495351919529698e-6,1,-0.04685939170084002,MAP4K3,2,39418814
cg11996592,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.4967109087377091e-6,1,-0.06028306042795424,ZC3H3,8,143494924
cg19528703,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.5941391544782736e-6,1,-0.04421426420234765,FAM69A,1,92852007
cg17248139,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.619370623671355e-6,1,-0.051565843495931,FLJ34503,6,113920710
cg17278724,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.7629674577621235e-6,1,-0.09851536527735284,NA,1,229142381
cg12734151,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.7825896416620675e-6,1,-0.10310325401285336,NA,18,35442016
cg01278651,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.926808206748316e-6,1,-0.03021080224425915,NPRL3,16,120123
cg26529864,severity_ATOPIC_C1_vs_C3,0.04337699989615305,1.978076675643817e-6,1,-0.05466216258742264,BOLA3,2,74148776
cg15901933,severity_ATOPIC_C1_vs_C3,0.04337699989615305,2.0021662360174616e-6,1,0.07496970082915184,FCER2,19,7702680
cg21500092,severity_ATOPIC_C1_vs_C3,0.04337699989615305,2.05572117972555e-6,1,-0.08237232519691429,UBE2G1,17,4341911
cg08626823,severity_ATOPIC_C1_vs_C3,0.04337699989615305,2.089484036771586e-6,1,0.0835377774586043,TNFRSF21,6,47278820
cg08770935,severity_ATOPIC_C1_vs_C3,0.04337699989615305,2.1056859757005573e-6,1,-0.04895270078014567,NA,17,17352248
