ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,"CD8-positive, alpha-beta cytotoxic T cell extravasation",2,0,0.999999999999998,1,
BP,ligamentous ossification,1,0,0.999999999999998,1,
BP,protein trans-autophosphorylation,1,0,0.999999999999998,1,
CC,keratohyalin granule,4,0,0.999999999999998,1,
MF,vascular endothelial growth factor binding,4,0,0.999999999999998,1,
MF,URM1 activating enzyme activity,1,0,0.999999999999998,1,
BP,pteridine-containing compound biosynthetic process,12,0,0.999999999999998,1,
CC,lamellar body,17,0,0.999999999999998,1,
CC,CENP-A containing nucleosome,16,0,0.999999999999998,1,
MF,histone H4R3 methyltransferase activity,4,0,0.999999999999998,1,
MF,G protein-coupled UTP receptor activity,3,0,0.999999999999998,1,
CC,respiratory chain complex III,11,0,0.999999999999998,1,
CC,respiratory chain complex IV,23,0,0.999999999999998,1,
MF,D-xylulose reductase activity,1,0,0.999999999999998,1,
BP,folic acid metabolic process,14,0,0.999999999999998,1,
BP,viral budding from plasma membrane,13,0,0.999999999999998,1,
MF,NAD-dependent histone H4K16 deacetylase activity,2,0,0.999999999999998,1,
MF,cysteamine dioxygenase activity,1,0,0.999999999999998,1,
MF,D-sorbitol dehydrogenase (acceptor) activity,1,0,0.999999999999998,1,
CC,rough endoplasmic reticulum lumen,3,0,0.999999999999998,1,
BP,epinephrine secretion,7,0,0.999999999999998,1,
MF,ribitol 2-dehydrogenase activity,1,0,0.999999999999998,1,
BP,homocysteine metabolic process,13,0,0.999999999999998,1,
BP,L-xylitol catabolic process,1,0,0.999999999999998,1,
BP,L-xylitol metabolic process,1,0,0.999999999999998,1,
MF,NADP-retinol dehydrogenase activity,13,0,0.999999999999998,1,
BP,membrane hyperpolarization,11,0,0.999999999999998,1,
BP,epithelial cilium movement involved in determination of left/right asymmetry,13,0,0.999999999999998,1,
BP,syncytiotrophoblast cell differentiation involved in labyrinthine layer development,3,0,0.999999999999998,1,
BP,atrioventricular node cell fate commitment,2,0,0.999999999999998,1,
MF,molybdopterin-synthase sulfurtransferase activity,1,0,0.999999999999998,1,
MF,molybdopterin-synthase adenylyltransferase activity,1,0,0.999999999999998,1,
CC,CENP-A containing chromatin,16,0,0.999999999999998,1,
BP,protein localization to CENP-A containing chromatin,16,0,0.999999999999998,1,
BP,"mRNA splicing, via endonucleolytic cleavage and ligation",1,0,0.999999999999998,1,
BP,glucagon secretion,8,0,0.999999999999998,1,
BP,regulation of glucagon secretion,8,0,0.999999999999998,1,
BP,caveola assembly,4,0,0.999999999999998,1,
BP,cellular response to corticosterone stimulus,1,0,0.999999999999998,1,
CC,monomeric IgA immunoglobulin complex,1,0,0.999999999999998,1,
CC,dimeric IgA immunoglobulin complex,1,0,0.999999999999998,1,
CC,secretory dimeric IgA immunoglobulin complex,1,0,0.999999999999998,1,
CC,IgM immunoglobulin complex,1,0,0.999999999999998,1,
CC,"IgM immunoglobulin complex, circulating",1,0,0.999999999999998,1,
CC,pentameric IgM immunoglobulin complex,1,0,0.999999999999998,1,
BP,proximal tubule morphogenesis,1,0,0.999999999999998,1,
MF,poly-ADP-D-ribose binding,6,0,0.999999999999998,1,
BP,protein localization to nuclear pore,3,0,0.999999999999998,1,
BP,phagosome-lysosome docking,1,0,0.999999999999998,1,
BP,response to thyroid hormone,29,0,0.999999999999998,1,
MF,flavonoid binding,2,0,0.999999999999998,1,
MF,"3',5'-nucleotide bisphosphate phosphatase activity",1,0,0.999999999999998,1,
BP,membrane tubulation,4,0,0.999999999999998,1,
MF,collagen binding involved in cell-matrix adhesion,5,0,0.999999999999998,1,
BP,regulation of protein K63-linked ubiquitination,14,0,0.999999999999998,1,
BP,regulation of arginine biosynthetic process,1,0,0.999999999999998,1,
BP,regulation of monocyte aggregation,3,0,0.999999999999998,1,
BP,positive regulation of monocyte aggregation,3,0,0.999999999999998,1,
BP,positive regulation of tetrapyrrole metabolic process,4,0,0.999999999999998,1,
BP,regulation of cardiac muscle hypertrophy in response to stress,17,0,0.999999999999998,1,
BP,positive regulation of potassium ion import across plasma membrane,3,0,0.999999999999998,1,
BP,negative regulation of actin filament binding,1,0,0.999999999999998,1,
BP,positive regulation of protein import,1,0,0.999999999999998,1,
BP,negative regulation of actin binding,1,0,0.999999999999998,1,
BP,positive regulation of chromatin organization,14,0,0.999999999999998,1,
BP,response to puromycin,1,0,0.999999999999998,1,
BP,cellular response to puromycin,1,0,0.999999999999998,1,
MF,preribosome binding,8,0,0.999999999999998,1,
CC,Ire1 complex,1,0,0.999999999999998,1,
BP,peptidyl-serine trans-autophosphorylation,1,0,0.999999999999998,1,
BP,negative regulation of non-canonical Wnt signaling pathway,6,0,0.999999999999998,1,
BP,"regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation",2,0,0.999999999999998,1,
BP,positive regulation of early endosome to late endosome transport,9,0,0.999999999999998,1,
BP,negative regulation of forebrain neuron differentiation,3,0,0.999999999999998,1,
BP,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,12,0,0.999999999999998,1,
BP,positive regulation of unsaturated fatty acid biosynthetic process,9,0,0.999999999999998,1,
BP,histidine biosynthetic process,2,0,0.9999999999999981,1,
BP,regulation of transcription from RNA polymerase II promoter by glucose,6,0,0.9999999999999981,1,
BP,positive regulation of transcription from RNA polymerase II promoter by glucose,6,0,0.9999999999999981,1,
BP,meiotic DNA recombinase assembly,1,0,0.9999999999999981,1,
MF,RNA polymerase III type 3 promoter sequence-specific DNA binding,7,0,0.9999999999999981,1,
BP,columnar/cuboidal epithelial cell maturation,13,0,0.9999999999999981,1,
BP,retinoic acid biosynthetic process,9,0,0.9999999999999981,1,
BP,translation reinitiation,2,0,0.9999999999999981,1,
BP,complement receptor mediated signaling pathway,12,0,0.9999999999999981,1,
BP,neutrophil mediated immunity,34,0,0.9999999999999981,1,
BP,negative regulation of hypersensitivity,3,0,0.9999999999999981,1,
BP,cardiac right ventricle morphogenesis,20,0,0.9999999999999981,1,
MF,4-hydroxyphenylpyruvate dioxygenase activity,2,0,0.9999999999999981,1,
MF,RNA ligase (ATP) activity,2,0,0.9999999999999981,1,
MF,"3',5'-cyclic-AMP phosphodiesterase activity",17,0,0.9999999999999981,1,
MF,ATP-dependent peptidase activity,7,0,0.9999999999999981,1,
MF,ethanolamine kinase activity,4,0,0.9999999999999981,1,
MF,hexaprenyldihydroxybenzoate methyltransferase activity,1,0,0.9999999999999981,1,
MF,inorganic diphosphate phosphatase activity,5,0,0.9999999999999981,1,
MF,ketohexokinase activity,1,0,0.9999999999999981,1,
MF,deoxyribonuclease I activity,5,0,0.9999999999999981,1,
MF,"1,4-alpha-oligoglucan phosphorylase activity",5,0,0.9999999999999981,1,
MF,propionyl-CoA carboxylase activity,2,0,0.9999999999999981,1,
MF,myosin light chain kinase activity,4,0,0.9999999999999981,1,
MF,pyruvate dehydrogenase activity,6,0,0.9999999999999981,1,
MF,alpha1-adrenergic receptor activity,3,0,0.9999999999999981,1,
MF,vasopressin receptor activity,7,0,0.9999999999999981,1,
MF,neurotrophin p75 receptor binding,1,0,0.9999999999999981,1,
BP,N-acetylglucosamine metabolic process,18,0,0.9999999999999981,1,
BP,adenosine to inosine editing,7,0,0.9999999999999981,1,
BP,polyamine metabolic process,18,0,0.9999999999999981,1,
BP,phosphatidylethanolamine biosynthetic process,10,0,0.9999999999999981,1,
BP,protein catabolic process in the vacuole,24,0,0.9999999999999981,1,
BP,female meiosis sister chromatid cohesion,1,0,0.9999999999999981,1,
MF,sulfonylurea receptor activity,2,0,0.9999999999999981,1,
MF,25-hydroxycholecalciferol-24-hydroxylase activity,1,0,0.9999999999999981,1,
MF,RNA ligase activity,2,0,0.9999999999999981,1,
BP,regulation of Toll signaling pathway,4,0,0.9999999999999981,1,
MF,3-demethylubiquinone-9 3-O-methyltransferase activity,1,0,0.9999999999999981,1,
BP,glutamine family amino acid biosynthetic process,16,0,0.9999999999999981,1,
BP,purine deoxyribonucleoside diphosphate metabolic process,3,0,0.9999999999999981,1,
BP,pyrimidine deoxyribonucleoside triphosphate catabolic process,2,0,0.9999999999999981,1,
BP,toxin catabolic process,1,0,0.9999999999999981,1,
BP,putrescine catabolic process,2,0,0.9999999999999981,1,
BP,unidimensional cell growth,3,0,0.9999999999999981,1,
BP,response to aluminum ion,4,0,0.9999999999999981,1,
MF,"3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity",1,0,0.9999999999999981,1,
BP,substance P catabolic process,3,0,0.9999999999999981,1,
CC,terminal cisterna,4,0,0.9999999999999981,1,
MF,pyrimidine nucleoside transmembrane transporter activity,8,0,0.9999999999999981,1,
MF,ABC-type polyamine transporter activity,2,0,0.9999999999999981,1,
BP,basic amino acid transport,22,0,0.9999999999999981,1,
BP,peptidoglycan transport,3,0,0.9999999999999981,1,
MF,amine-lyase activity,1,0,0.9999999999999981,1,
MF,strictosidine synthase activity,1,0,0.9999999999999981,1,
BP,respiratory chain complex III assembly,12,0,0.9999999999999981,1,
MF,deoxycytidyl transferase activity,1,0,0.9999999999999981,1,
BP,peptidyl-lysine trimethylation,10,0,0.9999999999999981,1,
BP,dolichol biosynthetic process,2,0,0.9999999999999981,1,
BP,2-oxobutyrate catabolic process,1,0,0.9999999999999981,1,
BP,hindbrain radial glia guided cell migration,9,0,0.9999999999999981,1,
BP,cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation,5,0,0.9999999999999981,1,
BP,protein maturation by protein folding,8,0,0.9999999999999981,1,
MF,LIM domain binding,6,0,0.9999999999999981,1,
MF,"1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity",1,0,0.9999999999999981,1,
BP,fatty acid elongation,13,0,0.9999999999999981,1,
MF,pre-mRNA 3'-splice site binding,5,0,0.9999999999999981,1,
BP,positive regulation of polarized epithelial cell differentiation,1,0,0.9999999999999981,1,
BP,establishment or maintenance of cytoskeleton polarity,7,0,0.9999999999999981,1,
CC,BLOC complex,14,0,0.9999999999999981,1,
BP,regulation of axon diameter,5,0,0.9999999999999981,1,
CC,replication fork protection complex,3,0,0.9999999999999981,1,
BP,positive regulation of exit from mitosis,4,0,0.9999999999999981,1,
MF,G protein-coupled nucleotide receptor binding,1,0,0.9999999999999981,1,
MF,P2Y1 nucleotide receptor binding,1,0,0.9999999999999981,1,
BP,negative regulation of protein autophosphorylation,11,0,0.9999999999999981,1,
BP,regulation of restriction endodeoxyribonuclease activity,1,0,0.9999999999999981,1,
CC,SMC loading complex,2,0,0.9999999999999981,1,
MF,pyrimidine deoxyribonucleotide binding,2,0,0.9999999999999981,1,
MF,1-pyrroline dehydrogenase activity,1,0,0.9999999999999981,1,
BP,snRNA 3'-end processing,22,0,0.9999999999999981,1,
BP,mitochondrial respiratory chain complex III assembly,12,0,0.9999999999999981,1,
MF,pyruvate dehydrogenase [NAD(P)+] activity,6,0,0.9999999999999981,1,
MF,pyruvate dehydrogenase (NAD+) activity,6,0,0.9999999999999981,1,
CC,eRF1 methyltransferase complex,1,0,0.9999999999999981,1,
BP,ascending aorta morphogenesis,4,0,0.9999999999999981,1,
BP,D-serine catabolic process,1,0,0.9999999999999981,1,
BP,phosphatidylglycerol acyl-chain remodeling,9,0,0.9999999999999981,1,
BP,G protein-coupled opioid receptor signaling pathway,11,0,0.9999999999999981,1,
BP,non-canonical Wnt signaling pathway via JNK cascade,6,0,0.9999999999999981,1,
BP,oncostatin-M-mediated signaling pathway,4,0,0.9999999999999981,1,
BP,pronephric nephron morphogenesis,1,0,0.9999999999999981,1,
BP,pronephric nephron tubule morphogenesis,1,0,0.9999999999999981,1,
BP,"CD8-positive, alpha-beta T cell lineage commitment",2,0,0.9999999999999981,1,
BP,"regulation of CD8-positive, alpha-beta T cell differentiation",8,0,0.9999999999999981,1,
BP,mycotoxin catabolic process,1,0,0.9999999999999981,1,
BP,'de novo' UMP biosynthetic process,3,0,0.9999999999999981,1,
MF,decaprenyldihydroxybenzoate methyltransferase activity,1,0,0.9999999999999981,1,
MF,3-demethylubiquinol-10 3-O-methyltransferase activity,1,0,0.9999999999999981,1,
BP,regulation of integrin biosynthetic process,5,0,0.9999999999999981,1,
BP,"regulation of circadian sleep/wake cycle, sleep",15,0,0.9999999999999981,1,
BP,negative regulation of cellular amino acid metabolic process,4,0,0.9999999999999981,1,
BP,negative regulation of isoprenoid metabolic process,2,0,0.9999999999999981,1,
BP,aflatoxin catabolic process,1,0,0.9999999999999981,1,
BP,D-alanine metabolic process,1,0,0.9999999999999981,1,
MF,nucleoside triphosphate adenylate kinase activity,3,0,0.9999999999999981,1,
MF,4-trimethylammoniobutyraldehyde dehydrogenase activity,1,0,0.9999999999999981,1,
MF,phytanoyl-CoA dioxygenase activity,1,0,0.9999999999999981,1,
BP,mitochondrion distribution,17,0,0.9999999999999981,1,
MF,glutamate-tRNA(Gln) ligase activity,1,0,0.9999999999999981,1,
MF,phosphoserine residue binding,10,0,0.9999999999999981,1,
BP,voluntary musculoskeletal movement,7,0,0.9999999999999981,1,
BP,regulation of calcium-independent cell-cell adhesion,2,0,0.9999999999999981,1,
BP,regulation of NK T cell activation,11,0,0.9999999999999981,1,
BP,meiotic sister chromatid cohesion,14,0,0.9999999999999981,1,
MF,mono-olein transacylation activity,3,0,0.9999999999999981,1,
MF,diolein transacylation activity,3,0,0.9999999999999981,1,
BP,methylglyoxal catabolic process,4,0,0.9999999999999981,1,
BP,maintenance of mitochondrion location,2,0,0.9999999999999981,1,
BP,"cell cycle switching, mitotic to meiotic cell cycle",4,0,0.9999999999999981,1,
BP,negative regulation of hair follicle development,5,0,0.9999999999999981,1,
BP,amino acid neurotransmitter reuptake,10,0,0.9999999999999981,1,
BP,D-alanine catabolic process,1,0,0.9999999999999981,1,
BP,somatotropin secreting cell development,1,0,0.9999999999999981,1,
BP,cell cycle switching,4,0,0.9999999999999981,1,
BP,regulation of DNA strand elongation,17,0,0.9999999999999981,1,
BP,regulation of apoptosis involved in tissue homeostasis,1,0,0.9999999999999981,1,
BP,cerebellum vasculature morphogenesis,1,0,0.9999999999999981,1,
MF,3-demethylubiquinol-n 3-O-methyltransferase activity,1,0,0.9999999999999981,1,
BP,spontaneous neurotransmitter secretion,8,0,0.9999999999999981,1,
CC,mitotic spindle astral microtubule,8,0,0.9999999999999981,1,
BP,methylglyoxal catabolic process to lactate,4,0,0.9999999999999981,1,
BP,positive regulation of mini excitatory postsynaptic potential,2,0,0.9999999999999981,1,
MF,25-hydroxycholecalciferol-23-hydroxylase activity,1,0,0.9999999999999981,1,
BP,positive regulation of white fat cell proliferation,2,0,0.9999999999999981,1,
BP,phosphatidylserine exposure on apoptotic cell surface,9,0,0.9999999999999981,1,
BP,cellular response to iron(III) ion,1,0,0.9999999999999981,1,
BP,response to mycophenolic acid,2,0,0.9999999999999981,1,
BP,cellular response to mycophenolic acid,2,0,0.9999999999999981,1,
MF,bicarbonate binding,1,0,0.9999999999999981,1,
BP,interleukin-32 production,1,0,0.9999999999999981,1,
BP,response to staurosporine,5,0,0.9999999999999981,1,
BP,cellular response to staurosporine,5,0,0.9999999999999981,1,
BP,adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,9,0,0.9999999999999981,1,
MF,voltage-gated potassium channel activity involved in SA node cell action potential depolarization,1,0,0.9999999999999981,1,
BP,regulation of protein deubiquitination,10,0,0.9999999999999981,1,
BP,acinar cell differentiation,5,0,0.9999999999999981,1,
CC,Scc2-Scc4 cohesin loading complex,2,0,0.9999999999999981,1,
BP,amniotic stem cell differentiation,1,0,0.9999999999999981,1,
CC,CA3 pyramidal cell dendrite,2,0,0.9999999999999981,1,
BP,glucose import across plasma membrane,5,0,0.9999999999999981,1,
BP,positive regulation of the force of heart contraction,5,0,0.9999999999999981,1,
BP,positive regulation of cardiac muscle cell contraction,1,0,0.9999999999999981,1,
CC,sperm head-tail coupling apparatus,1,0,0.9999999999999981,1,
BP,protein catabolic process at synapse,2,0,0.9999999999999981,1,
BP,protein catabolic process at postsynapse,2,0,0.9999999999999981,1,
MF,histone H4K12 methyltransferase activity,1,0,0.9999999999999981,1,
BP,regulation of interleukin-32 production,1,0,0.9999999999999981,1,
BP,negative regulation of interleukin-32 production,1,0,0.9999999999999981,1,
BP,negative regulation of retinoic acid biosynthetic process,2,0,0.9999999999999981,1,
BP,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,4,0,0.9999999999999981,1,
BP,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,4,0,0.9999999999999981,1,
BP,organic heteropentacyclic compound catabolic process,1,0,0.9999999999999981,1,
BP,positive regulation of calcium ion import into sarcoplasmic reticulum,1,0,0.9999999999999981,1,
BP,negative regulation of protein folding,4,0,0.9999999999999981,1,
BP,regulation of chaperone-mediated protein folding,3,0,0.9999999999999981,1,
BP,positive regulation of I-kappaB phosphorylation,6,0,0.9999999999999981,1,
BP,positive regulation of beta-galactosidase activity,1,0,0.9999999999999981,1,
BP,positive regulation of glutathione biosynthetic process,1,0,0.9999999999999981,1,
BP,regulation of spontaneous neurotransmitter secretion,2,0,0.9999999999999981,1,
BP,positive regulation of chaperone-mediated autophagy,1,0,0.9999999999999981,1,
BP,negative regulation of intestinal epithelial cell development,1,0,0.9999999999999981,1,
CC,endodeoxyribonuclease complex,4,0,0.9999999999999981,1,
BP,ganglioside GM1 transport to membrane,1,0,0.9999999999999981,1,
MF,ganglioside GM2 binding,1,0,0.9999999999999981,1,
MF,ganglioside GM3 binding,1,0,0.9999999999999981,1,
MF,ganglioside GP1c binding,1,0,0.9999999999999981,1,
BP,positive regulation of CoA-transferase activity,8,0,0.9999999999999981,1,
MF,adrenomedullin binding,2,0,0.9999999999999981,1,
BP,ligand-gated ion channel signaling pathway,33,0,0.9999999999999981,1,
BP,positive regulation of non-canonical Wnt signaling pathway,15,0,0.9999999999999981,1,
BP,negative regulation of dense core granule biogenesis,1,0,0.9999999999999981,1,
BP,regulation of amniotic stem cell differentiation,1,0,0.9999999999999981,1,
BP,negative regulation of amniotic stem cell differentiation,1,0,0.9999999999999981,1,
CC,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,7,0,0.9999999999999982,1,
BP,regulation of transcriptional start site selection at RNA polymerase II promoter,1,0,0.9999999999999982,1,
CC,sex chromatin,6,0,0.9999999999999982,1,
BP,regulation of renal output by angiotensin,2,0,0.9999999999999982,1,
BP,store-operated calcium entry,22,0,0.9999999999999982,1,
BP,hepatic immune response,2,0,0.9999999999999982,1,
MF,UTP:glucose-1-phosphate uridylyltransferase activity,1,0,0.9999999999999982,1,
MF,L-aminoadipate-semialdehyde dehydrogenase activity,1,0,0.9999999999999982,1,
MF,arginyl-tRNA--protein transferase activity,1,0,0.9999999999999982,1,
MF,catalase activity,3,0,0.9999999999999982,1,
MF,ATP-dependent diacylglycerol kinase activity,11,0,0.9999999999999982,1,
MF,fumarate hydratase activity,1,0,0.9999999999999982,1,
MF,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,2,0,0.9999999999999982,1,
MF,"alpha,alpha-trehalase activity",1,0,0.9999999999999982,1,
MF,transaldolase activity,1,0,0.9999999999999982,1,
MF,leucine-tRNA ligase activity,2,0,0.9999999999999982,1,
MF,tyrosine-tRNA ligase activity,2,0,0.9999999999999982,1,
MF,glucagon receptor activity,2,0,0.9999999999999982,1,
CC,collagen type V trimer,4,0,0.9999999999999982,1,
CC,RNA polymerase III complex,18,0,0.9999999999999982,1,
CC,plus-end kinesin complex,2,0,0.9999999999999982,1,
BP,trehalose catabolic process,1,0,0.9999999999999982,1,
BP,pyrimidine nucleobase metabolic process,16,0,0.9999999999999982,1,
BP,leucyl-tRNA aminoacylation,2,0,0.9999999999999982,1,
BP,tyrosyl-tRNA aminoacylation,2,0,0.9999999999999982,1,
BP,aspartate catabolic process,4,0,0.9999999999999982,1,
BP,tyrosine catabolic process,6,0,0.9999999999999982,1,
BP,amino-acid betaine metabolic process,16,0,0.9999999999999982,1,
BP,vacuolar protein processing,2,0,0.9999999999999982,1,
BP,phosphatidylserine biosynthetic process,4,0,0.9999999999999982,1,
BP,"substrate-dependent cell migration, cell attachment to substrate",3,0,0.9999999999999982,1,
MF,succinate dehydrogenase (ubiquinone) activity,3,0,0.9999999999999982,1,
MF,N-acetylglucosamine-6-sulfatase activity,3,0,0.9999999999999982,1,
MF,rRNA (uridine-2'-O-)-methyltransferase activity,2,0,0.9999999999999982,1,
MF,betaine-aldehyde dehydrogenase activity,1,0,0.9999999999999982,1,
BP,aromatic amino acid metabolic process,32,0,0.9999999999999982,1,
BP,fatty acid omega-oxidation,5,0,0.9999999999999982,1,
BP,positive regulation of cardiac muscle adaptation,9,0,0.9999999999999982,1,
BP,negative regulation of cardiac muscle adaptation,8,0,0.9999999999999982,1,
BP,free ubiquitin chain polymerization,9,0,0.9999999999999982,1,
BP,positive regulation of neuron maturation,3,0,0.9999999999999982,1,
MF,alpha-ketoglutarate transmembrane transporter activity,6,0,0.9999999999999982,1,
BP,purine ribonucleotide transport,32,0,0.9999999999999982,1,
MF,trehalase activity,1,0,0.9999999999999982,1,
CC,syntrophin complex,4,0,0.9999999999999982,1,
MF,"site-specific endodeoxyribonuclease activity, specific for altered base",2,0,0.9999999999999982,1,
BP,mitigation of host antiviral defense response,1,0,0.9999999999999982,1,
BP,glucose 1-phosphate metabolic process,1,0,0.9999999999999982,1,
BP,tryptophan catabolic process to kynurenine,5,0,0.9999999999999982,1,
MF,Atg12 transferase activity,2,0,0.9999999999999982,1,
CC,multimeric ribonuclease P complex,10,0,0.9999999999999982,1,
MF,filamin binding,14,0,0.9999999999999982,1,
BP,regulation of pseudopodium assembly,13,0,0.9999999999999982,1,
BP,positive regulation of pseudopodium assembly,13,0,0.9999999999999982,1,
MF,bombesin receptor binding,4,0,0.9999999999999982,1,
CC,haptoglobin-hemoglobin complex,11,0,0.9999999999999982,1,
CC,bleb,9,0,0.9999999999999982,1,
MF,SAM domain binding,1,0,0.9999999999999982,1,
BP,negative regulation of mast cell activation involved in immune response,9,0,0.9999999999999982,1,
MF,ribonuclease P RNA binding,10,0,0.9999999999999982,1,
MF,phosphatidylcholine phospholipase C activity,1,0,0.9999999999999982,1,
CC,integrin alphav-beta5 complex,2,0,0.9999999999999982,1,
BP,copper ion transmembrane transport,8,0,0.9999999999999982,1,
BP,protein branching point deglutamylation,1,0,0.9999999999999982,1,
BP,plasma membrane lactate transport,3,0,0.9999999999999982,1,
BP,neuropilin signaling pathway,4,0,0.9999999999999982,1,
BP,fat-soluble vitamin biosynthetic process,13,0,0.9999999999999982,1,
BP,antisense RNA metabolic process,1,0,0.9999999999999982,1,
MF,single-stranded telomeric DNA binding,12,0,0.9999999999999982,1,
BP,positive regulation of vascular permeability,18,0,0.9999999999999982,1,
CC,apoptosome,3,0,0.9999999999999982,1,
BP,estrous cycle,15,0,0.9999999999999982,1,
BP,asymmetric protein localization involved in cell fate determination,1,0,0.9999999999999982,1,
MF,dynein light chain binding,9,0,0.9999999999999982,1,
BP,pyrimidine ribonucleoside metabolic process,14,0,0.9999999999999982,1,
BP,pyrimidine ribonucleoside catabolic process,14,0,0.9999999999999982,1,
BP,lipid phosphorylation,11,0,0.9999999999999982,1,
BP,behavioral response to cocaine,14,0,0.9999999999999982,1,
BP,Golgi vesicle fusion to target membrane,5,0,0.9999999999999982,1,
BP,neuron fate determination,10,0,0.9999999999999982,1,
BP,semicircular canal morphogenesis,7,0,0.9999999999999982,1,
BP,"dermatan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process",1,0,0.9999999999999982,1,
MF,UTP-monosaccharide-1-phosphate uridylyltransferase activity,1,0,0.9999999999999982,1,
BP,modulation by symbiont of host defense response,1,0,0.9999999999999982,1,
BP,response to defenses of other organism,1,0,0.9999999999999982,1,
BP,response to host defenses,1,0,0.9999999999999982,1,
BP,Spemann organizer formation at the anterior end of the primitive streak,1,0,0.9999999999999982,1,
BP,transdifferentiation,7,0,0.9999999999999982,1,
BP,regulation of protein refolding,2,0,0.9999999999999982,1,
BP,negative regulation of protein refolding,2,0,0.9999999999999982,1,
MF,acid sphingomyelin phosphodiesterase activity,1,0,0.9999999999999982,1,
MF,aspartic-type peptidase activity,27,0,0.9999999999999982,1,
CC,BMP receptor complex,4,0,0.9999999999999982,1,
BP,nuclear polyadenylation-dependent antisense transcript catabolic process,1,0,0.9999999999999982,1,
BP,antisense RNA transcript catabolic process,1,0,0.9999999999999982,1,
BP,cellular response to interleukin-12,11,0,0.9999999999999982,1,
BP,cytoplasm protein quality control by the ubiquitin-proteasome system,1,0,0.9999999999999982,1,
BP,response to host,1,0,0.9999999999999982,1,
BP,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,6,0,0.9999999999999982,1,
MF,gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling,3,0,0.9999999999999982,1,
BP,pyrimidine nucleotide-sugar transmembrane transport,11,0,0.9999999999999982,1,
CC,Flemming body,34,0,0.9999999999999982,1,CELF2
CC,DNA recombinase complex,2,0,0.9999999999999982,1,
BP,retrograde trans-synaptic signaling,10,0,0.9999999999999982,1,
MF,estrogen 2-hydroxylase activity,5,0,0.9999999999999982,1,
BP,tRNA (guanine-N7)-methylation,2,0,0.9999999999999982,1,
CC,tRNA (m7G46) methyltransferase complex,2,0,0.9999999999999982,1,
BP,regulation of tRNA methylation,1,0,0.9999999999999982,1,
BP,cyclic-GMP-AMP transmembrane import across plasma membrane,5,0,0.9999999999999982,1,
BP,cytoplasm protein quality control,1,0,0.9999999999999982,1,
MF,NAD+-protein-C-terminal glycine ADP-ribosyltransferase activity,1,0,0.9999999999999982,1,
BP,positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry,2,0,0.9999999999999982,1,
BP,glycoside transport,5,0,0.9999999999999982,1,
BP,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,17,0,0.9999999999999982,1,
BP,regulation of erythrocyte apoptotic process,1,0,0.9999999999999982,1,
BP,negative regulation of erythrocyte apoptotic process,1,0,0.9999999999999982,1,
BP,negative regulation of autophagosome assembly,13,0,0.9999999999999982,1,
BP,negative regulation of cardiac muscle hypertrophy in response to stress,8,0,0.9999999999999982,1,
BP,positive regulation of cardiac muscle hypertrophy in response to stress,9,0,0.9999999999999982,1,
BP,Okazaki fragment processing involved in mitotic DNA replication,1,0,0.9999999999999982,1,
BP,positive regulation of sprouting angiogenesis,28,0,0.9999999999999982,1,
BP,"positive regulation of retrograde protein transport, ER to cytosol",3,0,0.9999999999999982,1,
BP,regulation of protein localization to centrosome,12,0,0.9999999999999982,1,
BP,negative regulation of core promoter binding,1,0,0.9999999999999982,1,
BP,canonical Wnt signaling pathway involved in stem cell proliferation,1,0,0.9999999999999982,1,
CC,parallel fiber,2,0,0.9999999999999982,1,
BP,lipid transport across blood-brain barrier,6,0,0.9999999999999982,1,
BP,embryonic brain development,17,0,0.9999999999999982,1,
CC,PCSK9-LDLR complex,2,0,0.9999999999999982,1,
BP,cellular response to endothelin,2,0,0.9999999999999982,1,
BP,regulation of cell proliferation involved in heart morphogenesis,17,0,0.9999999999999982,1,
BP,regulation of tRNA processing,1,0,0.9999999999999982,1,
BP,positive regulation of oxygen metabolic process,2,0,0.9999999999999982,1,
CC,storage vacuole,2,0,0.9999999999999983,1,
BP,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",9,0,0.9999999999999983,1,
BP,DNA double-strand break processing,21,0,0.9999999999999983,1,
MF,angiotensin receptor activity,5,0,0.9999999999999983,1,
MF,peptide YY receptor activity,3,0,0.9999999999999983,1,
BP,endodermal cell fate commitment,15,0,0.9999999999999983,1,
