p.value,fdr,p.holm,t.statistic,coefficient,coefficient.ci.high,coefficient.ci.low,coefficient.se,n,chromosome.x,position.x,probeID,beta,p,log10p,chromosome.y,position.y,gene.symbol,chromosome,position,gene,bonf
1.423734652256862e-9,0.0012303231472170718,0.0012303231472170718,6.393359227280889,0.051802031190156105,0.0677930517623103,0.035811010618001904,0.0081024746692026,183,chr22,49566853,cg11295281,0.051802031190156105,1.423734652256862e-9,8.846570944546613,chr22,49960501,C22orf34;C22orf34,22,49566853,C22orf34,0.0012303231472170718
6.141804262353391e-9,0.0026537262184606037,0.005307446295116945,6.114151133955025,0.03236076024303932,0.04280654436230383,0.021914976123774816,0.005292764201284357,183,chr1,162358334,cg00965617,0.03236076024303932,6.141804262353391e-9,8.211704028520497,chr1,162328124,NOS1AP;NOS1AP,1,162358334,NOS1AP,0.005307452436921207
1.6398697585685517e-8,0.0047236557720217705,0.01417093451867014,5.922213200577917,0.03321803652052851,0.04428805689621924,0.02214801614483778,0.005609057863247297,183,chr16,57845413,cg11178254,0.03321803652052851,1.6398697585685517e-8,7.785190643038343,chr16,57879317,,16,57845413,NA,0.01417096731606531
2.648254583272119e-8,0.005721236236609421,0.022884865498800186,5.827144400914645,0.019766032291739465,0.026460595095962942,0.013071469487515988,0.003392061519641925,183,chr11,131920912,cg01211763,0.019766032291739465,2.648254583272119e-8,7.577040267421275,chr11,131790806,NTM;NTM;NTM;NTM,11,131920912,NTM,0.022884944946437683
3.616244240457538e-8,0.006249969385759725,0.031249702279029005,5.764828124108687,0.054258150462600255,0.07283350544551735,0.03568279547968316,0.009411928559620192,183,chr15,75176828,cg01989456,0.054258150462600255,3.616244240457538e-8,7.441742245038258,chr15,75469169,,15,75176828,NA,0.031249846928798623
5.198205487976582e-8,0.0074867327814099,0.044920136778184995,5.691703137848097,0.09920394505107226,0.1336028963457883,0.0648049937563562,0.017429571193092658,183,chr16,88491815,cg04983687,0.09920394505107226,5.198205487976582e-8,7.284146556591373,chr16,88558223,ZFPM1,16,88491815,ZFPM1,0.044920396688459395
8.254056521086854e-8,0.009374248649687169,0.0713270992647112,5.597650785274162,0.021363079219111843,0.02889518741507209,0.013830971023151596,0.003816436580022475,183,chr2,162153044,cg19095725,0.021363079219111843,8.254056521086854e-8,7.083332561541461,chr2,163009554,GCG;LOC101929532,2,162153044,GCG,0.07132759450810247
9.442782275237763e-8,0.009374248649687169,0.08159933089235337,5.570093329458467,0.06512010471351165,0.0881934793793223,0.042046730047701,0.011691025780324354,183,chr11,3149591,cg02332678,0.06512010471351165,9.442782275237763e-8,7.0249000238426875,chr11,3170821,OSBPL5;OSBPL5;OSBPL5,11,3149591,OSBPL5,0.08159999188711263
1.089863492331619e-7,0.009374248649687169,0.09417989977174146,5.540628154594552,0.04749987588078668,0.06441954907263206,0.03058020268894129,0.00857301276235214,183,chr1,117160732,cg07496152,0.04749987588078668,1.089863492331619e-7,6.96262789493985,chr1,117160732,IGSF3;IGSF3,1,117160732,IGSF3,0.09418077166253533
1.2874595618591625e-7,0.009374248649687169,0.11125491681636622,-5.506261358611204,-0.06514059344936528,-0.041792394290076834,-0.08848879260865372,0.011830276335774064,183,chr4,24975754,cg17173896,-0.06514059344936528,1.2874595618591625e-7,6.890266402937045,chr4,24975754,CCDC149,4,24975754,CCDC149,0.1112560755299719
