p.value,fdr,p.holm,t.statistic,coefficient,coefficient.ci.high,coefficient.ci.low,coefficient.se,n,chromosome.x,position.x,probeID,beta,p,log10p,chromosome.y,position.y,gene.symbol,chromosome,position,gene,bonf
1.2381154279884427e-9,0.0010699199233270688,0.0010699199233270688,6.820304287115503,0.11496797682862292,0.14848250565231683,0.08145344800492901,0.01685672251395195,93,chr14,66638946,cg11545402,0.11496797682862292,1.2381154279884427e-9,8.907238864684562,chr14,67105664,GPHN;GPHN,14,66638946,GPHN,0.0010699199233270688
5.297309370655213e-8,0.015541597107533195,0.04577675189961073,-5.969841020693072,-0.01598148189762959,-0.010658999158586206,-0.021303964636672976,0.002677036430657615,93,chr2,131092664,cg23994748,-0.01598148189762959,5.297309370655213e-8,7.275944662887511,chr2,131850237,FAM168B,2,131092664,FAM168B,0.045776804872704434
5.904012535980032e-8,0.015541597107533195,0.051019524329671447,5.9447166473906545,0.06411653414167101,0.08556019152323265,0.04267287676010938,0.010785465135636703,93,chr8,116878009,cg12489279,0.06411653414167101,5.904012535980032e-8,7.228852729047282,chr8,117890248,,8,116878009,NA,0.05101964240992217
8.85202076550244e-8,0.015541597107533195,0.07649464892488168,5.850525521033157,0.08902624908263312,0.11928027523152332,0.05877222293374293,0.015216795271224076,93,chr18,35662435,cg14952591,0.08902624908263312,8.85202076550244e-8,7.052957575954388,chr18,33242399,GALNT1,18,35662435,GALNT1,0.07649491448550465
1.3049623141587912e-7,0.015541597107533195,0.11276805738556911,5.759726297453968,0.04716977871135508,0.06345231193299389,0.030887245489716268,0.00818958684411897,93,chr4,189047077,cg21814185,0.04716977871135508,1.3049623141587912e-7,6.884402030079882,chr4,189968231,,4,189047077,NA,0.11276857937049477
1.3897162003115705e-7,0.015541597107533195,0.12009190853506428,5.744953126814948,0.10869881556623391,0.14631704081240238,0.07108059032006545,0.018920748902001485,93,chr5,73850847,cg06000162,0.10869881556623391,1.3897162003115705e-7,6.857073879762279,chr5,73146672,ARHGEF28;ARHGEF28;ARHGEF28,5,73850847,ARHGEF28,0.12009260339316444
1.5904280318147808e-7,0.015541597107533195,0.13743620219806155,5.713231332203374,0.038031922714193755,0.05126699912268074,0.02479684630570677,0.006656814769572144,93,chr11,3700938,cg02762966,0.038031922714193755,1.5904280318147808e-7,6.798485978296869,chr11,3722168,NUP98;NUP98,11,3700938,NUP98,0.13743715645488064
1.6363918636733568e-7,0.015541597107533195,0.1414079847034013,-5.706523111052822,-0.0274701618065254,-0.01789933147229101,-0.03704099214075979,0.004813817673553118,93,chr12,13196718,cg01989819,-0.0274701618065254,1.6363918636733568e-7,6.786112688529903,chr12,13349652,EMP1;EMP1,12,13196718,EMP1,0.14140913017770587
1.881213912526359e-7,0.015541597107533195,0.16256397152261778,-5.673650149439973,-0.06106250877324951,-0.039664563565467756,-0.08246045398103126,0.010762473392772866,93,chr17,38883875,cg26305294,-0.06106250877324951,1.881213912526359e-7,6.7255618180871934,chr17,37040128,LASP1;LASP1;LASP1,17,38883875,LASP1,0.1625654764937478
1.992868460275877e-7,0.015541597107533195,0.17221233298681773,5.660033595750692,0.01289829786818424,0.017429082027752466,0.008367513708616013,0.002278837687088593,93,chr1,35361077,cg01928893,0.01289829786818424,1.992868460275877e-7,6.700521366056981,chr1,35826678,ZMYM4,1,35361077,ZMYM4,0.17221412656843196
2.1264964902167664e-7,0.015541597107533195,0.1837594930048897,5.644690832640468,0.031042954186523482,0.041977049724472235,0.020108858648574732,0.005499495916945063,93,chr3,64186832,cg25739760,0.031042954186523482,2.1264964902167664e-7,6.672335329752567,chr3,64172508,PRICKLE2-AS3;PRICKLE2,3,64186832,PRICKLE2-AS3,0.18376161950137992
2.3544429278712765e-7,0.015541597107533195,0.20345706661336127,5.6205843743444746,0.01616835798738213,0.021887678366165807,0.010449037608598452,0.002876632910482344,93,chr21,33634077,cg14839803,0.01616835798738213,2.3544429278712765e-7,6.628111832471623,chr21,35006383,CRYZL1,21,33634077,CRYZL1,0.20345965650058193
2.6048324705823504e-7,0.015541597107533195,0.22509399311290323,5.596617357052921,0.02884497757612181,0.03909216243575963,0.018597792716483992,0.005154002093741685,93,chr4,73408735,cg13495204,0.02884497757612181,2.6048324705823504e-7,6.5842202030520856,chr4,74274452,ALB,4,73408735,ALB,0.22509711891186793
2.7411298454942e-7,0.015541597107533195,0.23687172035555126,5.5845065756467855,0.05121525768867453,0.06944894638765474,0.032981568989694315,0.009170954854277862,93,chr1,101667223,cg02492770,0.05121525768867453,2.7411298454942e-7,6.5620703917330285,chr1,101667223,,1,101667223,NA,0.2368752838243504
2.9203317066206833e-7,0.015541597107533195,0.2523569600295784,5.569454096561999,0.019632696537639546,0.02664123248534085,0.01262416058993824,0.00352506658592603,93,chr3,151864549,cg20083186,0.019632696537639546,2.9203317066206833e-7,6.534567816300482,chr3,151582337,,3,151864549,NA,0.2523610484939677
2.981152259903598e-7,0.015541597107533195,0.2576123970416315,5.564550972208659,0.10304893617316531,0.13986805309250794,0.06622981925382268,0.018518823295505464,93,chr4,181476173,cg23496321,0.10304893617316531,2.981152259903598e-7,6.525615842166879,chr4,182397326,,4,181476173,NA,0.2576168687700214
3.0574152559742304e-7,0.015541597107533195,0.26420225896365473,5.558539970713701,0.019949529843032745,0.02708515310063258,0.01281390658543291,0.0035889873866412586,93,chr6,156833365,cg11299190,0.019949529843032745,3.0574152559742304e-7,6.514645571698976,chr6,157154499,ARID1B;ARID1B;ARID1B,6,156833365,ARID1B,0.26420715082806434
3.478632098137517e-7,0.015815902174741877,0.3006007748124063,5.527783858406353,0.0249417366761972,0.033912628438994834,0.01597084491339957,0.004512068003213832,93,chr11,4544245,cg08325124,0.0249417366761972,3.478632098137517e-7,6.458591500024342,chr11,4565475,OR52M1,11,4544245,OR52M1,0.30060668848697314
3.526634240244209e-7,0.015815902174741877,0.3047484552559189,5.524513950873558,0.03206239020843898,0.0436012208994134,0.02052355951746455,0.0058036581124696306,93,chr2,225910061,cg17865717,0.03206239020843898,3.526634240244209e-7,6.452639580219291,chr2,225910061,,2,225910061,NA,0.3047548031975513
3.6604444992875967e-7,0.015815902174741877,0.3163110886502889,5.515624411914341,0.09669258998794929,0.13154706041607436,0.06183811955982422,0.017530669742320183,93,chr1,34943113,cg22062224,0.09669258998794929,3.6604444992875967e-7,6.436466173658487,chr1,35408714,,1,34943113,NA,0.3163180434948375
4.4189275796341654e-7,0.016626210892057743,0.38185367272444304,5.470580811542407,0.030740640720959955,0.04191286016947783,0.019568421272442075,0.005619264531491814,93,chr2,58495179,cg10894063,0.030740640720959955,4.4189275796341654e-7,6.354683115890294,chr2,58722314,,2,58495179,NA,0.3818625105796023
4.4433995556346973e-7,0.016626210892057743,0.38396793014101666,5.469257444187217,0.026309083809891484,0.0358730347171117,0.016745132902671264,0.004810357544579118,93,chr7,1305432,cg05285359,0.026309083809891484,4.4433995556346973e-7,6.352284632740369,chr7,1345068,,7,1305432,NA,0.38397726128008347
4.72611336048097e-7,0.016626210892057743,0.40839763381924205,5.454467451789295,0.020907387597092226,0.028528307486429004,0.01328646770775545,0.0038330758743887494,93,chr13,86910703,cg08069665,0.020907387597092226,4.72611336048097e-7,6.325495865598083,chr13,87562958,,13,86910703,NA,0.4084080312686351
4.811623656623628e-7,0.016626210892057743,0.41578635387745194,5.450164792165211,0.0162436501894906,0.022169272608246783,0.010318027770734414,0.002980396154780746,93,chr2,36868556,cg17415586,0.0162436501894906,4.811623656623628e-7,6.317708348548197,chr2,37095699,STRN,2,36868556,STRN,0.41579742061186215
5.292702818217658e-7,0.016626210892057743,0.4573572700900788,5.427274434107221,0.03567033278352493,0.04873761765102641,0.022603047916023453,0.006572421058968,93,chr5,31071357,cg12094461,0.03567033278352493,5.292702818217658e-7,6.27632249067368,chr5,31071464,,5,31071357,NA,0.45736997257684253
5.479609368435393e-7,0.016626210892057743,0.4735078404717971,5.418927852670735,0.01286427895099189,0.017584170940025394,0.008144386961958384,0.002373952800396058,93,chr6,1018987,cg10252318,0.01286427895099189,5.479609368435393e-7,6.2612504004900496,chr6,1019222,LOC285768;LOC285768,6,1018987,LOC285768,0.4735215394952182
5.870249752039811e-7,0.016626210892057743,0.5072635437231154,5.4023496535919255,0.0256207828008227,0.03504987073035423,0.01619169487129117,0.004742525834807435,93,chr2,104053105,cg25093891,0.0256207828008227,5.870249752039811e-7,6.231343421133078,chr2,104669563,,2,104053105,NA,0.5072788063724707
