probeID,gene,chromosome,position,beta,p,fdr
cg11431762,HMG20B,19,3571445,-0.25915113973423,6.95232917507089e-05,0.162883760464275
cg18319941,,7,64894861,-0.218823776976723,2.02491570825402e-05,0.162883760464275
cg01234346,MYH9,22,36777738,-0.209913908167936,0.000601562627378839,0.162883760464275
cg26690407,,5,5887642,-0.187729747393088,0.000543683963330227,0.162883760464275
cg24439623,ABR,17,925669,-0.170952584218904,0.000289659647436743,0.162883760464275
cg00154902,,8,1245703,0.170141140804975,2.70220704598151e-05,0.162883760464275
cg19026811,CCDC103,17,42980188,-0.149352051100362,2.66280168464297e-05,0.162883760464275
cg16744531,B3GNT3,19,17794817,0.145210838409169,0.000303951923529389,0.162883760464275
cg22335228,ZBTB46,20,62405407,-0.127015543600086,0.000608694156897371,0.162883760464275
cg01766301,,13,27941473,-0.109297542128443,5.65570323693431e-05,0.162883760464275
cg09812376,QRICH2,17,76274109,-0.105966705993539,0.000206479922239521,0.162883760464275
cg19628908,NFXL1,4,47865430,0.103710631278301,3.84514429317802e-06,0.162883760464275
cg00868390,,10,130894401,0.102691422545287,9.3301781864295e-05,0.162883760464275
cg02887697,,16,798501,-0.101375551523039,0.000699324764843183,0.162883760464275
cg00409021,RTKN2,10,62199989,0.0978156965703518,9.66797302235775e-06,0.162883760464275
cg08511556,CCPG1,15,55365288,0.0959073737708313,6.12552705628092e-05,0.162883760464275
cg25788103,EGF,4,109928297,0.0939378322181497,0.000245498971788,0.162883760464275
cg04374785,HSD17B4,5,119502354,0.0937262059137903,0.000184683106919819,0.162883760464275
cg03475776,HDAC4,2,239192602,-0.0935495772026169,0.000263209325523841,0.162883760464275
cg26296470,,3,28042601,0.0935358648079221,1.66878531866242e-05,0.162883760464275
