probeID,gene,chromosome,position,beta,p,fdr
cg26983017,HCK,20,30680224,0.14654402179854,0.00416183702363737,0.811290193595013
cg02355809,GIMAP1,7,150412715,-0.121105027884296,0.00123725753815382,0.811290193595013
cg24859648,BANF2,20,17680544,-0.120095651675253,0.0117817069949528,0.811290193595013
cg11318983,,1,208425671,0.119733424603622,0.00147951667317673,0.811290193595013
cg00811210,,2,40064822,0.117548628117525,0.00879585305601531,0.811290193595013
cg05730108,FARP1,13,99095003,-0.117177310356086,0.00262156631464254,0.811290193595013
cg22251955,SCN4B,11,118022607,-0.116676046589998,0.00347450694724787,0.811290193595013
cg14114910,MORN5,9,124924045,-0.115744467067654,0.00572022857767218,0.811290193595013
cg25116412,TTC25,17,40094835,0.111956881304654,0.000398393178833537,0.811290193595013
cg04680230,,2,151776216,-0.111488107148387,0.00881281791292052,0.811290193595013
cg11420142,,8,92570895,-0.111346800692452,0.0119475191428678,0.811290193595013
cg24439623,ABR,17,925669,0.110248838103082,0.000515397344060642,0.811290193595013
cg21964148,,12,92341588,0.108960849763171,0.0016994325707891,0.811290193595013
cg08657228,DEFB128,20,170641,0.107807310971877,0.0155136732392967,0.811290193595013
cg21388339,TP73,1,3606550,-0.106847026599622,0.00987468573788511,0.811290193595013
cg10610309,,13,100083372,0.106011278103643,0.000246814491307844,0.811290193595013
cg05363576,,1,31112902,-0.105884432777693,0.0114704792080192,0.811290193595013
cg08332381,CDC42BPA,1,227189106,-0.105727180250004,0.0269839246625947,0.811290193595013
cg21714731,ROBO1,3,79701155,-0.105140381653369,0.00944055849069116,0.811290193595013
cg14421879,APOL6,22,36043200,0.104845867008186,0.0171571576130732,0.811290193595013
