probeID,gene,chromosome,position,beta,p,fdr
cg10549984,,1,207537034,-0.0921706831397415,6.09559263929828e-10,0.000526751857043489
cg24112090,RIN3,14,92519603,-0.0229189512153076,4.5700926285548e-09,0.00197462734257544
cg04871139,AAK1,2,69560341,-0.031052768855364,7.28885327848356e-09,0.00209955904610271
cg17603188,PLD5,1,242188827,-0.0492864053906221,1.58542064984388e-08,0.00342511106350972
cg18645861,,1,160539778,-0.0703319901712486,2.4805402198747e-08,0.00428712758417032
cg13290417,OGDH,7,44670945,-0.0917423019058069,3.42690547496063e-08,0.00429212249146361
cg01278651,NPRL3,16,120123,-0.0298387081088281,3.47680239590318e-08,0.00429212249146361
cg01635668,SLC24A3,20,19213673,-0.0467470357536126,4.63467504684512e-08,0.00500632963885163
cg17179455,ETS1,11,128476906,-0.119700309195142,8.64701516263251e-08,0.00571253651386876
cg02741985,CCDC57,17,82101532,-0.0874790957698429,1.25600813009177e-07,0.00571253651386876
cg12380988,ANAPC11,17,79851485,-0.084987931889869,1.1298649380082e-07,0.00571253651386876
cg17084751,ZNF215,11,6932327,-0.067823428300264,1.21672516961576e-07,0.00571253651386876
cg15710961,DST,6,56707793,-0.0621232339391898,8.23484046122355e-08,0.00571253651386876
cg18537383,MCPH1,8,6576254,-0.0607647202724612,9.65000710667585e-08,0.00571253651386876
cg05271710,,6,139611579,-0.0547151261422492,1.22976298644688e-07,0.00571253651386876
cg15756055,MAP4K3,2,39418814,-0.0405892026767213,8.3343592548643e-08,0.00571253651386876
cg16730961,SERINC5,5,80204430,-0.0290228619228413,6.64903385249776e-08,0.00571253651386876
cg19833642,ZNF521,18,25329109,-0.0242641031558438,6.2995877107486e-08,0.00571253651386876
cg21294295,,10,131923210,-0.0209000700055208,1.21007708274496e-07,0.00571253651386876
cg10433549,,17,43395380,-0.0821591777913182,1.52560952586811e-07,0.00592143630600554
