p.value,fdr,p.holm,t.statistic,coefficient,coefficient.ci.high,coefficient.ci.low,coefficient.se,n,chromosome.x,position.x,probeID,gene,beta,p,log10p,chromosome.y,position.y,gene.symbol,chromosome,position,bonf
1.1706156008414278e-6,0.33719660423277387,1,-5.114373849439694,-0.4752906614661578,-0.29133966624681373,-0.6592416566855018,0.09293232670471055,131,chr14,70924237,cg02092632,ADAM21,-0.4752906614661578,1.1706156008414278e-6,5.931585692323156,chr14,70924237,ADAM21,14,70924237,1
7.429531532024941e-5,0.9999111954290575,1,-4.100490370880585,-0.44183094343700247,-0.22854822714220718,-0.6551136597317977,0.1077507574641905,131,chr6,32522905,cg25664050,HLA-DRB6,-0.44183094343700247,7.429531532024941e-5,4.129038569748271,chr6,32522905,HLA-DRB6,6,32522905,1
9.434626607153039e-4,0.9999111954290575,1,-3.3887517592333793,-0.3939812126333049,-0.16385235171510495,-0.6241100735515048,0.11626145572918369,131,chr7,20010777,cg04456492,NA,-0.3939812126333049,9.434626607153039e-4,3.025275283168569,chr7,20010777,,7,20010777,1
0.002936896157399136,0.9999111954290575,1,-3.034806578889683,-0.3514525715437355,-0.12222279038901393,-0.580682352698457,0.11580723924498618,131,chr6,138023549,cg03484420,NA,-0.3514525715437355,0.002936896157399136,2.5321114089643713,chr6,138023549,,6,138023549,1
0.0030241163794692636,0.9999111954290575,1,-3.0252997264719568,-0.3477483639255778,-0.12022184695305352,-0.5752748808981021,0.11494674755123019,131,chr2,202163482,cg07227024,ALS2CR12,-0.3477483639255778,0.0030241163794692636,2.5194014995502116,chr2,202163482,ALS2CR12;ALS2CR12,2,202163482,1
0.023243006914281182,0.9999111954290575,1,2.2980839687587418,0.3416511629539975,0.6359254671543402,0.04737685875365488,0.1486678326808627,131,chr2,172374119,cg19697575,NA,0.3416511629539975,0.023243006914281182,1.6337076885964263,chr2,172374119,,2,172374119,1
0.015187859332180056,0.9999111954290575,1,-2.4622939952757865,-0.33580955962599596,-0.0658563592582253,-0.6057627599937666,0.13638077348614253,131,chr6,32443819,cg11294950,NA,-0.33580955962599596,0.015187859332180056,1.8185034338881063,chr6,32443819,,6,32443819,1
0.013352603579550187,0.9999111954290575,1,-2.5104775965867985,-0.33056237380791387,-0.06992757534044142,-0.5911971722753864,0.13167310246358727,131,chr7,157345746,cg23162598,PTPRN2,-0.33056237380791387,0.013352603579550187,1.8744340444127396,chr7,157345746,PTPRN2;PTPRN2;PTPRN2,7,157345746,1
0.009070079350002282,0.9999111954290575,1,2.6513757238212827,0.3278469095211468,0.5726039255694705,0.08308989347282311,0.12365162227880665,131,chr2,218675198,cg24090628,TNS1,0.3278469095211468,0.009070079350002282,2.0423889134782303,chr2,218675198,TNS1;TNS1;TNS1,2,218675198,1
0.01268183055827407,0.9999111954290575,1,2.529577599924324,0.3257006440372313,0.580563145759607,0.07083814231485563,0.12875692923868992,131,chr7,140955751,cg25977769,NA,0.3257006440372313,0.01268183055827407,1.8968180537116006,chr7,140955751,,7,140955751,1
