p.value,fdr,p.holm,t.statistic,coefficient,coefficient.ci.high,coefficient.ci.low,coefficient.se,n,chromosome.x,position.x,probeID,gene,beta,p,log10p,chromosome.y,position.y,gene.symbol,chromosome,position,bonf
0.0018197180669353892,0.9999934084477076,1,3.6465939087905177,0.42381534131935367,0.6678080401017465,0.17982264253696076,0.11622224791680257,26,chr14,74019826,cg04665049,HEATR4,0.42381534131935367,0.0018197180669353892,2.739995893036268,chr14,74019826,HEATR4;HEATR4,14,74019826,1
7.291233772058531e-4,0.9999934084477076,1,-4.055207485526661,-0.3912757396756045,-0.18871400810169894,-0.59383747124951,0.09648723057256549,26,chr14,75985840,cg13438944,C14orf179,-0.3912757396756045,7.291233772058531e-4,3.1371989771606974,chr14,76452183,C14orf179;C14orf179,14,75985840,1
0.010682948632201495,0.9999934084477076,1,2.8443995017316066,0.3824613926387514,0.6647442909246909,0.1001784943528119,0.13446120785983737,26,chr14,70924237,cg02092632,ADAM21,0.3824613926387514,0.010682948632201495,1.9713088598589223,chr14,70924237,ADAM21,14,70924237,1
0.001012059272009251,0.9999934084477076,1,3.9087165356470557,0.3722493962705138,0.5721837327061732,0.1723150598348544,0.09523571046292079,26,chr14,73536495,cg26251192,ACOT1,0.3722493962705138,0.001012059272009251,2.9947940519697878,chr14,74003199,ACOT1;HEATR4;HEATR4,14,73536495,1
0.007503666718163107,0.9999934084477076,1,-3.0071202039602904,-0.37197065127707224,-0.1122864993474415,-0.631654803206703,0.12369663533476234,26,chr19,3571445,cg11431762,HMG20B,-0.37197065127707224,0.007503666718163107,2.1247264637650614,chr19,3571445,HMG20B,19,3571445,1
0.00890699878703043,0.9999934084477076,1,-2.9283862740070754,-0.36679419604458136,-0.10383906350547306,-0.6297493285836897,0.12525471769223814,26,chr9,101553013,cg02080302,ANKS6,-0.36679419604458136,0.00890699878703043,2.0502686068272173,chr9,101553013,ANKS6,9,101553013,1
0.023749460598580407,0.9999934084477076,1,-2.4674788383984176,-0.35060413455332334,-0.05230557504525907,-0.6489026940613876,0.14209002691220332,26,chr16,58704495,cg05876883,SLC38A7,-0.35060413455332334,0.023749460598580407,1.624346249690496,chr16,58704495,SLC38A7,16,58704495,1
0.016438128842335392,0.9999934084477076,1,-2.6428918331318982,-0.35039491028236164,-0.07206110328546583,-0.6287287172792575,0.13258011769143582,26,chr1,65761642,cg01081395,DNAJC6,-0.35039491028236164,0.016438128842335392,1.7841476198676183,chr1,65761642,DNAJC6;DNAJC6,1,65761642,1
0.004826174299706643,0.9999934084477076,1,-3.208089002553087,-0.34928765831622505,-0.12071494076009961,-0.5778603758723505,0.10887717206045475,26,chr17,76503526,cg15132295,DNAH17,-0.34928765831622505,0.004826174299706643,2.3163969973808487,chr17,76503526,DNAH17,17,76503526,1
0.02144198418657282,0.9999934084477076,1,-2.5165632753408564,-0.33997985508349027,-0.05636244326959966,-0.6235972668973808,0.1350968832831917,26,chr10,81173663,cg23187802,ZCCHC24,-0.33997985508349027,0.02144198418657282,1.668735028615104,chr10,81173663,ZCCHC24,10,81173663,1
0.012541595168137723,0.9999934084477076,1,-2.7698285709754074,-0.3397983903121453,-0.08225169235106183,-0.5973450882732287,0.12267849132355647,26,chr2,218675198,cg24090628,TNS1,-0.3397983903121453,0.012541595168137723,1.9016472219852785,chr2,218675198,TNS1;TNS1;TNS1,2,218675198,1
0.01365571245374398,0.9999934084477076,1,2.7300634600177185,0.33942798837017296,0.6004411862827491,0.0784147904575968,0.12432970637538587,26,chr16,18994569,cg14549203,TMC7,0.33942798837017296,0.01365571245374398,1.8646856366697624,chr16,18994569,TMC7;TMC7;TMC7,16,18994569,1
0.004418046890758356,0.9999934084477076,1,3.2480777974409296,0.33221662266419044,0.5469415654234498,0.11749167990493106,0.10228099306178401,26,chr14,74003529,cg25484147,ACOT1,0.33221662266419044,0.004418046890758356,2.3547696790735615,chr14,74003529,ACOT1;HEATR4;HEATR4,14,74003529,1
0.04797195091108611,0.9999934084477076,1,-2.1204166251987937,-0.31874031576722833,-0.003164758706950932,-0.6343158728275058,0.15031966453165577,26,chr10,100172110,cg21934405,PYROXD2,-0.31874031576722833,0.04797195091108611,1.319012619397541,chr10,100172110,PYROXD2,10,100172110,1
0.015861601010152552,0.9999934084477076,1,-2.659733146535042,-0.3182386361496369,-0.06704860571756471,-0.569428666581709,0.11965058846757659,26,chr11,72327160,cg20090066,PDE2A,-0.3182386361496369,0.015861601010152552,1.7996529787597413,chr11,72327160,PDE2A;PDE2A;PDE2A;MIR139;PDE2A,11,72327160,1
0.053743913580243934,0.9999934084477076,1,2.0624554212797293,0.3160866607057347,0.6378296983160081,-0.005656376904538685,0.1532574510190415,26,chr16,20750043,cg26846609,THUMPD1,0.3160866607057347,0.053743913580243934,1.2696707118436836,chr16,20750043,THUMPD1,16,20750043,1
0.005010880625755018,0.9999934084477076,1,3.191068944429691,0.3114628751083663,0.5163702834707077,0.10655546674602492,0.09760455838851549,26,chr12,53070144,cg12087615,KRT1,0.3114628751083663,0.005010880625755018,2.3000859433348344,chr12,53070144,KRT1,12,53070144,1
0.02540083461383714,0.9999934084477076,1,2.4350313696952934,0.3097151236439132,0.5767361199508123,0.04269412733701411,0.1271914306724801,26,chr14,95877336,cg10006614,C14orf139,0.3097151236439132,0.02540083461383714,1.5951520132135666,chr14,95877336,C14orf139,14,95877336,1
0.005471079328970609,0.9999934084477076,1,3.1511966542703713,0.3035990231240639,0.5058601501019621,0.10133789614616576,0.09634404209989213,26,chr2,66722811,cg14553323,MEIS1,0.3035990231240639,0.005471079328970609,2.261926988040221,chr2,66722811,MEIS1,2,66722811,1
0.018203439258730143,0.9999934084477076,1,2.5946092961545983,0.2986626673198792,0.5403180812285001,0.05700725341125834,0.11510891746303356,26,chr13,29914200,cg13506281,MTUS2,0.2986626673198792,0.018203439258730143,1.7398465510271066,chr13,29914200,MTUS2,13,29914200,1
